ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93286,1,2023,Elec- Agricultural,Y,0,0,
93286,2,2023,Elec- Agricultural,Y,0,0,
93286,3,2023,Elec- Agricultural,Y,0,0,
93291,1,2023,Elec- Agricultural,Y,0,0,
93291,2,2023,Elec- Agricultural,Y,0,0,
93291,3,2023,Elec- Agricultural,Y,0,0,
93292,1,2023,Elec- Agricultural,Y,0,0,
93292,2,2023,Elec- Agricultural,Y,0,0,
93292,3,2023,Elec- Agricultural,Y,0,0,
93301,1,2023,Elec- Agricultural,Y,0,0,
93301,2,2023,Elec- Agricultural,Y,0,0,
93301,3,2023,Elec- Agricultural,Y,0,0,
93304,1,2023,Elec- Agricultural,Y,0,0,
93304,2,2023,Elec- Agricultural,Y,0,0,
93304,3,2023,Elec- Agricultural,Y,0,0,
93305,1,2023,Elec- Agricultural,Y,0,0,
93305,2,2023,Elec- Agricultural,Y,0,0,
93305,3,2023,Elec- Agricultural,Y,0,0,
93306,1,2023,Elec- Agricultural,Y,0,0,
93306,2,2023,Elec- Agricultural,Y,0,0,
93306,3,2023,Elec- Agricultural,Y,0,0,
93307,1,2023,Elec- Agricultural,Y,"1,171","19,562,567","16,706"
93307,2,2023,Elec- Agricultural,Y,"1,172","17,654,862","15,064"
93307,3,2023,Elec- Agricultural,Y,"1,502","22,744,284","15,143"
93308,1,2023,Elec- Agricultural,Y,0,0,
93308,2,2023,Elec- Agricultural,Y,0,0,
93308,3,2023,Elec- Agricultural,Y,0,0,
93309,1,2023,Elec- Agricultural,Y,0,0,
93309,2,2023,Elec- Agricultural,Y,0,0,
93309,3,2023,Elec- Agricultural,Y,0,0,
93311,1,2023,Elec- Agricultural,Y,0,0,
93311,2,2023,Elec- Agricultural,Y,0,0,
93311,3,2023,Elec- Agricultural,Y,0,0,
93312,1,2023,Elec- Agricultural,Y,0,0,
93312,2,2023,Elec- Agricultural,Y,0,0,
93312,3,2023,Elec- Agricultural,Y,0,0,
93313,1,2023,Elec- Agricultural,Y,0,0,
93313,2,2023,Elec- Agricultural,Y,0,0,
93313,3,2023,Elec- Agricultural,Y,0,0,
93314,1,2023,Elec- Agricultural,Y,0,0,
93314,2,2023,Elec- Agricultural,Y,0,0,
93314,3,2023,Elec- Agricultural,Y,0,0,
93401,1,2023,Elec- Agricultural,Y,0,0,
93401,2,2023,Elec- Agricultural,Y,0,0,
93401,3,2023,Elec- Agricultural,Y,0,0,
93402,1,2023,Elec- Agricultural,Y,0,0,
93402,2,2023,Elec- Agricultural,Y,0,0,
93402,3,2023,Elec- Agricultural,Y,0,0,
93405,1,2023,Elec- Agricultural,Y,0,0,
93405,2,2023,Elec- Agricultural,Y,0,0,
93405,3,2023,Elec- Agricultural,Y,0,0,
93420,1,2023,Elec- Agricultural,Y,"1,086","6,027,033","5,550"
93420,2,2023,Elec- Agricultural,Y,"1,958","9,225,955","4,712"
93420,3,2023,Elec- Agricultural,Y,848,"6,887,144","8,122"
93422,1,2023,Elec- Agricultural,Y,0,0,
93422,2,2023,Elec- Agricultural,Y,0,0,
93422,3,2023,Elec- Agricultural,Y,0,0,
93426,1,2023,Elec- Agricultural,Y,0,0,
93426,2,2023,Elec- Agricultural,Y,0,0,
93426,3,2023,Elec- Agricultural,Y,0,0,
93427,1,2023,Elec- Agricultural,Y,0,0,
93427,2,2023,Elec- Agricultural,Y,0,0,
93427,3,2023,Elec- Agricultural,Y,0,0,
93428,1,2023,Elec- Agricultural,Y,0,0,
93428,2,2023,Elec- Agricultural,Y,0,0,
93428,3,2023,Elec- Agricultural,Y,0,0,
93430,1,2023,Elec- Agricultural,Y,0,0,
93430,2,2023,Elec- Agricultural,Y,0,0,
93430,3,2023,Elec- Agricultural,Y,0,0,
93432,1,2023,Elec- Agricultural,Y,0,0,
93432,2,2023,Elec- Agricultural,Y,0,0,
93432,3,2023,Elec- Agricultural,Y,0,0,
93433,1,2023,Elec- Agricultural,Y,0,0,
93433,2,2023,Elec- Agricultural,Y,0,0,
93433,3,2023,Elec- Agricultural,Y,0,0,
93434,1,2023,Elec- Agricultural,Y,0,0,
93434,2,2023,Elec- Agricultural,Y,0,0,
93434,3,2023,Elec- Agricultural,Y,0,0,
93435,1,2023,Elec- Agricultural,Y,0,0,
93435,2,2023,Elec- Agricultural,Y,0,0,
93435,3,2023,Elec- Agricultural,Y,0,0,
93436,1,2023,Elec- Agricultural,Y,0,0,
93436,2,2023,Elec- Agricultural,Y,236,"473,174","2,005"
93436,3,2023,Elec- Agricultural,Y,305,"967,843","3,173"
93437,1,2023,Elec- Agricultural,Y,0,0,
93437,2,2023,Elec- Agricultural,Y,0,0,
93437,3,2023,Elec- Agricultural,Y,0,0,
93441,1,2023,Elec- Agricultural,Y,0,0,
93441,2,2023,Elec- Agricultural,Y,0,0,
93441,3,2023,Elec- Agricultural,Y,0,0,
93442,1,2023,Elec- Agricultural,Y,0,0,
93442,2,2023,Elec- Agricultural,Y,0,0,
93442,3,2023,Elec- Agricultural,Y,0,0,
93444,1,2023,Elec- Agricultural,Y,0,0,
93444,2,2023,Elec- Agricultural,Y,0,0,
93444,3,2023,Elec- Agricultural,Y,0,0,
93445,1,2023,Elec- Agricultural,Y,0,0,
93445,2,2023,Elec- Agricultural,Y,0,0,
93445,3,2023,Elec- Agricultural,Y,0,0,
93446,1,2023,Elec- Agricultural,Y,0,0,
93446,2,2023,Elec- Agricultural,Y,0,0,
93446,3,2023,Elec- Agricultural,Y,"1,724","9,991,719","5,796"
93449,1,2023,Elec- Agricultural,Y,0,0,
93449,2,2023,Elec- Agricultural,Y,0,0,
93449,3,2023,Elec- Agricultural,Y,0,0,
93450,1,2023,Elec- Agricultural,Y,0,0,
93450,2,2023,Elec- Agricultural,Y,0,0,
93450,3,2023,Elec- Agricultural,Y,0,0,
93451,1,2023,Elec- Agricultural,Y,0,0,
93451,2,2023,Elec- Agricultural,Y,0,0,
93451,3,2023,Elec- Agricultural,Y,0,0,
93452,1,2023,Elec- Agricultural,Y,0,0,
93452,2,2023,Elec- Agricultural,Y,0,0,
93452,3,2023,Elec- Agricultural,Y,0,0,
93453,1,2023,Elec- Agricultural,Y,0,0,
93453,2,2023,Elec- Agricultural,Y,0,0,
93453,3,2023,Elec- Agricultural,Y,0,0,
93454,1,2023,Elec- Agricultural,Y,0,0,
93454,2,2023,Elec- Agricultural,Y,0,0,
93454,3,2023,Elec- Agricultural,Y,0,0,
93455,1,2023,Elec- Agricultural,Y,0,0,
93455,2,2023,Elec- Agricultural,Y,0,0,
93455,3,2023,Elec- Agricultural,Y,0,0,
93458,1,2023,Elec- Agricultural,Y,0,0,
93458,2,2023,Elec- Agricultural,Y,0,0,
93458,3,2023,Elec- Agricultural,Y,0,0,
93460,1,2023,Elec- Agricultural,Y,605,"1,242,003","2,053"
93460,2,2023,Elec- Agricultural,Y,248,"372,697","1,503"
93460,3,2023,Elec- Agricultural,Y,336,"648,974","1,931"
93461,1,2023,Elec- Agricultural,Y,0,0,
93461,2,2023,Elec- Agricultural,Y,0,0,
93461,3,2023,Elec- Agricultural,Y,0,0,
93463,1,2023,Elec- Agricultural,Y,0,0,
93463,2,2023,Elec- Agricultural,Y,0,0,
93463,3,2023,Elec- Agricultural,Y,0,0,
93465,1,2023,Elec- Agricultural,Y,0,0,
93465,2,2023,Elec- Agricultural,Y,0,0,
93465,3,2023,Elec- Agricultural,Y,0,0,
93601,1,2023,Elec- Agricultural,Y,0,0,
93601,2,2023,Elec- Agricultural,Y,0,0,
93601,3,2023,Elec- Agricultural,Y,0,0,
93602,1,2023,Elec- Agricultural,Y,0,0,
93602,2,2023,Elec- Agricultural,Y,0,0,
93602,3,2023,Elec- Agricultural,Y,0,0,
93603,1,2023,Elec- Agricultural,Y,0,0,
93603,2,2023,Elec- Agricultural,Y,0,0,
93603,3,2023,Elec- Agricultural,Y,0,0,
93608,1,2023,Elec- Agricultural,Y,0,0,
93608,2,2023,Elec- Agricultural,Y,0,0,
93608,3,2023,Elec- Agricultural,Y,0,0,
93609,1,2023,Elec- Agricultural,Y,0,0,
93609,2,2023,Elec- Agricultural,Y,262,"1,017,877","3,885"
93609,3,2023,Elec- Agricultural,Y,473,"3,418,632","7,228"
93610,1,2023,Elec- Agricultural,Y,645,"5,792,418","8,980"
93610,2,2023,Elec- Agricultural,Y,675,"5,125,508","7,593"
93610,3,2023,Elec- Agricultural,Y,674,"4,819,865","7,151"
93611,1,2023,Elec- Agricultural,Y,0,0,
93611,2,2023,Elec- Agricultural,Y,0,0,
93611,3,2023,Elec- Agricultural,Y,0,0,
93612,1,2023,Elec- Agricultural,Y,0,0,
93612,2,2023,Elec- Agricultural,Y,0,0,
93612,3,2023,Elec- Agricultural,Y,0,0,
93614,1,2023,Elec- Agricultural,Y,0,0,
93614,2,2023,Elec- Agricultural,Y,0,0,
93614,3,2023,Elec- Agricultural,Y,0,0,
93615,1,2023,Elec- Agricultural,Y,0,0,
93615,2,2023,Elec- Agricultural,Y,0,0,
93615,3,2023,Elec- Agricultural,Y,0,0,
93616,1,2023,Elec- Agricultural,Y,0,0,
93616,2,2023,Elec- Agricultural,Y,0,0,
93616,3,2023,Elec- Agricultural,Y,0,0,
93618,1,2023,Elec- Agricultural,Y,0,0,
93618,2,2023,Elec- Agricultural,Y,0,0,
93618,3,2023,Elec- Agricultural,Y,0,0,
93619,1,2023,Elec- Agricultural,Y,0,0,
93619,2,2023,Elec- Agricultural,Y,0,0,
93619,3,2023,Elec- Agricultural,Y,0,0,
93620,1,2023,Elec- Agricultural,Y,0,0,
93620,2,2023,Elec- Agricultural,Y,0,0,
93620,3,2023,Elec- Agricultural,Y,330,"2,800,661","8,487"
93621,1,2023,Elec- Agricultural,Y,0,0,
93621,2,2023,Elec- Agricultural,Y,0,0,
93621,3,2023,Elec- Agricultural,Y,0,0,
93622,1,2023,Elec- Agricultural,Y,0,0,
93622,2,2023,Elec- Agricultural,Y,0,0,
93622,3,2023,Elec- Agricultural,Y,0,0,
93624,2,2023,Elec- Agricultural,N,113,"1,987,989","17,593"
93625,1,2023,Elec- Agricultural,Y,0,0,
93625,2,2023,Elec- Agricultural,Y,0,0,
93625,3,2023,Elec- Agricultural,Y,0,0,
93626,1,2023,Elec- Agricultural,Y,52,"21,367",411
93626,2,2023,Elec- Agricultural,Y,52,"19,600",377
93626,3,2023,Elec- Agricultural,Y,52,"19,356",372
93627,1,2023,Elec- Agricultural,Y,0,0,
93627,2,2023,Elec- Agricultural,Y,0,0,
93627,3,2023,Elec- Agricultural,Y,0,0,
93628,1,2023,Elec- Agricultural,Y,0,0,
93628,2,2023,Elec- Agricultural,Y,0,0,
93628,3,2023,Elec- Agricultural,Y,0,0,
93630,1,2023,Elec- Agricultural,Y,589,"1,811,535","3,076"
93630,2,2023,Elec- Agricultural,Y,588,"2,785,472","4,737"
93630,3,2023,Elec- Agricultural,Y,683,"2,732,568","4,001"
93631,1,2023,Elec- Agricultural,Y,0,0,
93631,2,2023,Elec- Agricultural,Y,"1,280","5,802,978","4,534"
93631,3,2023,Elec- Agricultural,Y,0,0,
93635,1,2023,Elec- Agricultural,Y,"3,178","28,304,700","8,906"
93635,2,2023,Elec- Agricultural,Y,"1,785","18,455,126","10,339"
93635,3,2023,Elec- Agricultural,Y,"1,804","22,021,785","12,207"
93636,1,2023,Elec- Agricultural,Y,0,0,
93636,2,2023,Elec- Agricultural,Y,0,0,
93636,3,2023,Elec- Agricultural,Y,0,0,
93637,1,2023,Elec- Agricultural,Y,"1,272","9,984,041","7,849"
93637,2,2023,Elec- Agricultural,N,660,"5,619,056","8,514"
93637,3,2023,Elec- Agricultural,N,661,"4,985,110","7,542"
93638,1,2023,Elec- Agricultural,Y,400,"671,022","1,678"
93638,2,2023,Elec- Agricultural,Y,403,"914,988","2,270"
93638,3,2023,Elec- Agricultural,Y,404,"790,206","1,956"
93640,1,2023,Elec- Agricultural,Y,0,0,
93640,2,2023,Elec- Agricultural,Y,289,"4,466,779","15,456"
93640,3,2023,Elec- Agricultural,Y,0,0,
93641,1,2023,Elec- Agricultural,Y,0,0,
93641,2,2023,Elec- Agricultural,Y,0,0,
93641,3,2023,Elec- Agricultural,Y,0,0,
93643,1,2023,Elec- Agricultural,Y,0,0,
93643,2,2023,Elec- Agricultural,Y,0,0,
93643,3,2023,Elec- Agricultural,Y,0,0,
93644,1,2023,Elec- Agricultural,Y,0,0,
93644,2,2023,Elec- Agricultural,Y,0,0,
93644,3,2023,Elec- Agricultural,Y,0,0,
93645,1,2023,Elec- Agricultural,Y,0,0,
93645,2,2023,Elec- Agricultural,Y,0,0,
93645,3,2023,Elec- Agricultural,Y,0,0,
93646,1,2023,Elec- Agricultural,Y,0,0,
93646,2,2023,Elec- Agricultural,Y,0,0,
93646,3,2023,Elec- Agricultural,Y,0,0,
93647,1,2023,Elec- Agricultural,Y,873,"2,386,113","2,733"
93647,2,2023,Elec- Agricultural,Y,0,0,
93647,3,2023,Elec- Agricultural,Y,999,"3,210,484","3,214"
93648,1,2023,Elec- Agricultural,Y,0,0,
93648,2,2023,Elec- Agricultural,Y,0,0,
93648,3,2023,Elec- Agricultural,Y,0,0,
93650,1,2023,Elec- Agricultural,Y,0,0,
93650,2,2023,Elec- Agricultural,Y,0,0,
93650,3,2023,Elec- Agricultural,Y,0,0,
93651,1,2023,Elec- Agricultural,Y,0,0,
93651,2,2023,Elec- Agricultural,Y,0,0,
93651,3,2023,Elec- Agricultural,Y,0,0,
93652,1,2023,Elec- Agricultural,Y,0,0,
93652,2,2023,Elec- Agricultural,Y,0,0,
93652,3,2023,Elec- Agricultural,Y,0,0,
93653,1,2023,Elec- Agricultural,Y,0,0,
93653,2,2023,Elec- Agricultural,Y,0,0,
93653,3,2023,Elec- Agricultural,Y,0,0,
93654,1,2023,Elec- Agricultural,Y,0,0,
93654,2,2023,Elec- Agricultural,Y,0,0,
93654,3,2023,Elec- Agricultural,Y,0,0,
93656,1,2023,Elec- Agricultural,Y,0,0,
93656,2,2023,Elec- Agricultural,N,213,"2,137,610","10,036"
93656,3,2023,Elec- Agricultural,Y,0,0,
93657,1,2023,Elec- Agricultural,Y,"1,362","4,605,357","3,381"
93657,2,2023,Elec- Agricultural,Y,"1,995","6,898,957","3,458"
93657,3,2023,Elec- Agricultural,Y,"1,358","4,524,215","3,332"
93660,1,2023,Elec- Agricultural,Y,0,0,
93660,2,2023,Elec- Agricultural,Y,0,0,
93660,3,2023,Elec- Agricultural,Y,0,0,
93662,1,2023,Elec- Agricultural,Y,"5,201","21,366,639","4,108"
93662,2,2023,Elec- Agricultural,Y,"3,397","11,429,047","3,364"
93662,3,2023,Elec- Agricultural,Y,"4,285","15,109,385","3,526"
93667,1,2023,Elec- Agricultural,Y,0,0,
93667,2,2023,Elec- Agricultural,Y,0,0,
93667,3,2023,Elec- Agricultural,Y,0,0,
93668,1,2023,Elec- Agricultural,Y,0,0,
93668,2,2023,Elec- Agricultural,Y,0,0,
93668,3,2023,Elec- Agricultural,Y,0,0,
93675,1,2023,Elec- Agricultural,Y,0,0,
93675,2,2023,Elec- Agricultural,Y,0,0,
93675,3,2023,Elec- Agricultural,Y,0,0,
93701,1,2023,Elec- Agricultural,Y,0,0,
93701,2,2023,Elec- Agricultural,Y,0,0,
93701,3,2023,Elec- Agricultural,Y,0,0,
93702,1,2023,Elec- Agricultural,Y,0,0,
93702,2,2023,Elec- Agricultural,Y,0,0,
93702,3,2023,Elec- Agricultural,Y,0,0,
93703,1,2023,Elec- Agricultural,Y,0,0,
93703,2,2023,Elec- Agricultural,Y,0,0,
93703,3,2023,Elec- Agricultural,Y,0,0,
93704,1,2023,Elec- Agricultural,Y,0,0,
93704,2,2023,Elec- Agricultural,Y,0,0,
93704,3,2023,Elec- Agricultural,Y,0,0,
93705,1,2023,Elec- Agricultural,Y,0,0,
93705,2,2023,Elec- Agricultural,Y,0,0,
93705,3,2023,Elec- Agricultural,Y,0,0,
93706,1,2023,Elec- Agricultural,Y,0,0,
93706,2,2023,Elec- Agricultural,Y,0,0,
93706,3,2023,Elec- Agricultural,Y,0,0,
93710,1,2023,Elec- Agricultural,Y,0,0,
93710,2,2023,Elec- Agricultural,Y,0,0,
93710,3,2023,Elec- Agricultural,Y,0,0,
93711,1,2023,Elec- Agricultural,Y,0,0,
93711,2,2023,Elec- Agricultural,Y,0,0,
93711,3,2023,Elec- Agricultural,Y,0,0,
93720,1,2023,Elec- Agricultural,Y,0,0,
93720,2,2023,Elec- Agricultural,Y,0,0,
93720,3,2023,Elec- Agricultural,Y,0,0,
93721,1,2023,Elec- Agricultural,Y,0,0,
93721,2,2023,Elec- Agricultural,Y,0,0,
93721,3,2023,Elec- Agricultural,Y,0,0,
93722,1,2023,Elec- Agricultural,Y,0,0,
93722,2,2023,Elec- Agricultural,Y,0,0,
93722,3,2023,Elec- Agricultural,Y,0,0,
93723,1,2023,Elec- Agricultural,Y,0,0,
93723,2,2023,Elec- Agricultural,Y,0,0,
93723,3,2023,Elec- Agricultural,Y,0,0,
93725,1,2023,Elec- Agricultural,Y,0,0,
93725,2,2023,Elec- Agricultural,Y,0,0,
93725,3,2023,Elec- Agricultural,Y,0,0,
93726,1,2023,Elec- Agricultural,Y,0,0,
93726,2,2023,Elec- Agricultural,Y,0,0,
93726,3,2023,Elec- Agricultural,Y,0,0,
93727,1,2023,Elec- Agricultural,Y,0,0,
93727,2,2023,Elec- Agricultural,Y,0,0,
93727,3,2023,Elec- Agricultural,Y,0,0,
93728,1,2023,Elec- Agricultural,Y,0,0,
93728,2,2023,Elec- Agricultural,Y,0,0,
93728,3,2023,Elec- Agricultural,Y,0,0,
93730,1,2023,Elec- Agricultural,Y,0,0,
93730,2,2023,Elec- Agricultural,Y,0,0,
93730,3,2023,Elec- Agricultural,Y,0,0,
93737,1,2023,Elec- Agricultural,Y,0,0,
93737,2,2023,Elec- Agricultural,Y,0,0,
93737,3,2023,Elec- Agricultural,Y,0,0,
93740,1,2023,Elec- Agricultural,Y,0,0,
93740,2,2023,Elec- Agricultural,Y,0,0,
93740,3,2023,Elec- Agricultural,Y,0,0,
93741,1,2023,Elec- Agricultural,Y,0,0,
93741,2,2023,Elec- Agricultural,Y,0,0,
93741,3,2023,Elec- Agricultural,Y,0,0,
93901,1,2023,Elec- Agricultural,Y,0,0,
93901,2,2023,Elec- Agricultural,Y,0,0,
93901,3,2023,Elec- Agricultural,Y,0,0,
93905,1,2023,Elec- Agricultural,Y,0,0,
93905,2,2023,Elec- Agricultural,Y,0,0,
93905,3,2023,Elec- Agricultural,Y,0,0,
93906,1,2023,Elec- Agricultural,Y,0,0,
93906,2,2023,Elec- Agricultural,Y,0,0,
93906,3,2023,Elec- Agricultural,Y,0,0,
93907,1,2023,Elec- Agricultural,Y,0,0,
93907,2,2023,Elec- Agricultural,Y,0,0,
93907,3,2023,Elec- Agricultural,Y,0,0,
93908,1,2023,Elec- Agricultural,Y,0,0,
93908,2,2023,Elec- Agricultural,Y,0,0,
93908,3,2023,Elec- Agricultural,Y,0,0,
93920,1,2023,Elec- Agricultural,Y,0,0,
93920,2,2023,Elec- Agricultural,Y,0,0,
93920,3,2023,Elec- Agricultural,Y,0,0,
93923,1,2023,Elec- Agricultural,Y,0,0,
93923,2,2023,Elec- Agricultural,Y,0,0,
93923,3,2023,Elec- Agricultural,Y,0,0,
93924,1,2023,Elec- Agricultural,Y,0,0,
93924,2,2023,Elec- Agricultural,Y,0,0,
93924,3,2023,Elec- Agricultural,Y,0,0,
93925,1,2023,Elec- Agricultural,Y,0,0,
93925,2,2023,Elec- Agricultural,Y,0,0,
93925,3,2023,Elec- Agricultural,Y,0,0,
93926,1,2023,Elec- Agricultural,Y,0,0,
93926,2,2023,Elec- Agricultural,Y,0,0,
93926,3,2023,Elec- Agricultural,Y,0,0,
93927,1,2023,Elec- Agricultural,Y,0,0,
93927,2,2023,Elec- Agricultural,Y,0,0,
93927,3,2023,Elec- Agricultural,Y,0,0,
93930,1,2023,Elec- Agricultural,Y,0,0,
93930,2,2023,Elec- Agricultural,Y,507,"7,693,935","15,175"
93930,3,2023,Elec- Agricultural,Y,0,0,
93932,1,2023,Elec- Agricultural,Y,0,0,
93932,2,2023,Elec- Agricultural,Y,0,0,
93932,3,2023,Elec- Agricultural,Y,0,0,
93933,1,2023,Elec- Agricultural,Y,0,0,
93933,2,2023,Elec- Agricultural,Y,0,0,
93933,3,2023,Elec- Agricultural,Y,0,0,
93940,1,2023,Elec- Agricultural,Y,0,0,
93940,2,2023,Elec- Agricultural,Y,0,0,
93940,3,2023,Elec- Agricultural,Y,0,0,
93950,1,2023,Elec- Agricultural,Y,0,0,
93950,2,2023,Elec- Agricultural,Y,0,0,
93950,3,2023,Elec- Agricultural,Y,0,0,
93960,1,2023,Elec- Agricultural,Y,0,0,
93960,2,2023,Elec- Agricultural,Y,0,0,
93960,3,2023,Elec- Agricultural,Y,0,0,
94010,1,2023,Elec- Agricultural,Y,0,0,
94010,2,2023,Elec- Agricultural,Y,0,0,
94010,3,2023,Elec- Agricultural,Y,0,0,
94014,1,2023,Elec- Agricultural,Y,0,0,
94014,2,2023,Elec- Agricultural,Y,0,0,
94014,3,2023,Elec- Agricultural,Y,0,0,
94015,1,2023,Elec- Agricultural,Y,0,0,
94015,2,2023,Elec- Agricultural,Y,0,0,
94015,3,2023,Elec- Agricultural,Y,0,0,
94019,1,2023,Elec- Agricultural,Y,0,0,
94019,2,2023,Elec- Agricultural,Y,0,0,
94019,3,2023,Elec- Agricultural,Y,0,0,
94020,1,2023,Elec- Agricultural,Y,0,0,
94020,2,2023,Elec- Agricultural,Y,0,0,
94020,3,2023,Elec- Agricultural,Y,0,0,
94022,1,2023,Elec- Agricultural,Y,0,0,
94022,2,2023,Elec- Agricultural,Y,0,0,
94022,3,2023,Elec- Agricultural,Y,0,0,
94025,1,2023,Elec- Agricultural,Y,0,0,
94025,2,2023,Elec- Agricultural,Y,0,0,
