ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
94521,3,2023,Gas- Commercial,Y,0,0,
94523,1,2023,Gas- Commercial,Y,0,0,
94523,2,2023,Gas- Commercial,Y,0,0,
94523,3,2023,Gas- Commercial,Y,0,0,
94525,1,2023,Gas- Commercial,Y,0,0,
94525,2,2023,Gas- Commercial,Y,0,0,
94525,3,2023,Gas- Commercial,Y,0,0,
94526,1,2023,Gas- Commercial,Y,0,0,
94526,2,2023,Gas- Commercial,Y,0,0,
94526,3,2023,Gas- Commercial,Y,0,0,
94528,1,2023,Gas- Commercial,Y,0,0,
94528,2,2023,Gas- Commercial,Y,0,0,
94528,3,2023,Gas- Commercial,Y,0,0,
94530,1,2023,Gas- Commercial,N,345,"105,246",305
94530,2,2023,Gas- Commercial,Y,0,0,
94530,3,2023,Gas- Commercial,Y,0,0,
94531,1,2023,Gas- Commercial,Y,0,0,
94531,2,2023,Gas- Commercial,Y,0,0,
94531,3,2023,Gas- Commercial,Y,497,"290,218",584
94533,1,2023,Gas- Commercial,Y,848,"579,342",683
94533,2,2023,Gas- Commercial,Y,853,"557,587",654
94533,3,2023,Gas- Commercial,Y,849,"574,523",677
94534,1,2023,Gas- Commercial,N,358,"251,277",702
94534,2,2023,Gas- Commercial,N,358,"230,132",643
94534,3,2023,Gas- Commercial,N,358,"233,849",653
94535,1,2023,Gas- Commercial,Y,0,0,
94535,2,2023,Gas- Commercial,Y,0,0,
94535,3,2023,Gas- Commercial,Y,0,0,
94536,1,2023,Gas- Commercial,Y,0,0,
94536,2,2023,Gas- Commercial,Y,0,0,
94536,3,2023,Gas- Commercial,Y,0,0,
94538,1,2023,Gas- Commercial,N,"1,350","1,287,225",954
94538,2,2023,Gas- Commercial,N,"1,351","1,260,357",933
94538,3,2023,Gas- Commercial,N,"1,353","1,237,451",915
94539,1,2023,Gas- Commercial,Y,492,"284,134",578
94539,2,2023,Gas- Commercial,Y,490,"264,068",539
94539,3,2023,Gas- Commercial,Y,494,"253,860",514
94541,1,2023,Gas- Commercial,N,725,"242,650",335
94541,2,2023,Gas- Commercial,N,721,"239,343",332
94541,3,2023,Gas- Commercial,N,722,"241,854",335
94542,1,2023,Gas- Commercial,Y,0,0,
94542,2,2023,Gas- Commercial,Y,0,0,
94542,3,2023,Gas- Commercial,Y,0,0,
94544,1,2023,Gas- Commercial,Y,767,"390,648",509
94544,2,2023,Gas- Commercial,N,747,"353,077",473
94544,3,2023,Gas- Commercial,N,746,"364,917",489
94545,1,2023,Gas- Commercial,N,"1,187","618,391",521
94545,2,2023,Gas- Commercial,N,"1,182","634,660",537
94545,3,2023,Gas- Commercial,N,"1,180","632,164",536
94546,1,2023,Gas- Commercial,Y,934,"448,367",480
94546,2,2023,Gas- Commercial,Y,928,"410,527",442
94546,3,2023,Gas- Commercial,Y,792,"342,059",432
94547,1,2023,Gas- Commercial,Y,0,0,
94547,2,2023,Gas- Commercial,Y,0,0,
94547,3,2023,Gas- Commercial,Y,0,0,
94549,1,2023,Gas- Commercial,Y,0,0,
94549,2,2023,Gas- Commercial,Y,0,0,
94549,3,2023,Gas- Commercial,Y,0,0,
94550,1,2023,Gas- Commercial,Y,"1,360","955,811",703
94550,2,2023,Gas- Commercial,Y,"1,363","915,124",671
94550,3,2023,Gas- Commercial,N,685,"365,572",534
94551,1,2023,Gas- Commercial,Y,971,"549,957",566
94551,2,2023,Gas- Commercial,Y,970,"558,371",576
94551,3,2023,Gas- Commercial,Y,972,"521,466",536
94552,1,2023,Gas- Commercial,Y,0,0,
94552,2,2023,Gas- Commercial,Y,0,0,
94552,3,2023,Gas- Commercial,Y,0,0,
94553,1,2023,Gas- Commercial,Y,"1,952","1,112,865",570
94553,2,2023,Gas- Commercial,Y,"2,320","1,297,770",559
94553,3,2023,Gas- Commercial,Y,"2,889","1,619,790",561
94555,1,2023,Gas- Commercial,Y,0,0,
94555,2,2023,Gas- Commercial,Y,0,0,
94555,3,2023,Gas- Commercial,Y,0,0,
94556,1,2023,Gas- Commercial,Y,0,0,
94556,2,2023,Gas- Commercial,Y,0,0,
94556,3,2023,Gas- Commercial,Y,0,0,
94558,1,2023,Gas- Commercial,N,915,"521,628",570
94558,2,2023,Gas- Commercial,Y,973,"580,601",597
94558,3,2023,Gas- Commercial,Y,974,"607,964",624
94559,1,2023,Gas- Commercial,Y,"1,169","591,118",506
94559,2,2023,Gas- Commercial,Y,"1,164","569,537",489
94559,3,2023,Gas- Commercial,Y,"1,159","591,117",510
94560,1,2023,Gas- Commercial,Y,701,"564,389",805
94560,2,2023,Gas- Commercial,Y,701,"555,477",792
94560,3,2023,Gas- Commercial,Y,700,"572,305",818
94561,1,2023,Gas- Commercial,Y,0,0,
94561,2,2023,Gas- Commercial,Y,0,0,
94561,3,2023,Gas- Commercial,Y,0,0,
94563,1,2023,Gas- Commercial,Y,0,0,
94563,2,2023,Gas- Commercial,Y,0,0,
94563,3,2023,Gas- Commercial,Y,0,0,
94564,1,2023,Gas- Commercial,N,284,"114,926",405
94564,2,2023,Gas- Commercial,N,285,"108,814",382
94564,3,2023,Gas- Commercial,Y,0,0,
94565,1,2023,Gas- Commercial,Y,0,0,
94565,2,2023,Gas- Commercial,Y,0,0,
94565,3,2023,Gas- Commercial,Y,0,0,
94566,1,2023,Gas- Commercial,N,738,"335,339",454
94566,2,2023,Gas- Commercial,N,733,"312,856",427
94566,3,2023,Gas- Commercial,N,732,"310,618",424
94568,1,2023,Gas- Commercial,N,651,"479,566",737
94568,2,2023,Gas- Commercial,N,654,"472,568",723
94568,3,2023,Gas- Commercial,Y,697,"478,935",687
94569,1,2023,Gas- Commercial,Y,0,0,
94569,2,2023,Gas- Commercial,Y,0,0,
94569,3,2023,Gas- Commercial,Y,0,0,
94571,1,2023,Gas- Commercial,Y,155,"50,088",323
94571,2,2023,Gas- Commercial,Y,153,"48,623",318
94571,3,2023,Gas- Commercial,Y,152,"43,305",285
94572,1,2023,Gas- Commercial,Y,0,0,
94572,2,2023,Gas- Commercial,Y,0,0,
94572,3,2023,Gas- Commercial,Y,0,0,
94574,1,2023,Gas- Commercial,Y,312,"193,608",621
94574,2,2023,Gas- Commercial,Y,313,"185,348",592
94574,3,2023,Gas- Commercial,Y,313,"193,083",617
94576,1,2023,Gas- Commercial,Y,0,0,
94576,2,2023,Gas- Commercial,Y,0,0,
94576,3,2023,Gas- Commercial,Y,0,0,
94577,1,2023,Gas- Commercial,Y,"1,570","719,474",458
94577,2,2023,Gas- Commercial,Y,"1,564","716,112",458
94577,3,2023,Gas- Commercial,Y,"1,374","639,489",465
94578,1,2023,Gas- Commercial,Y,577,"239,614",415
94578,2,2023,Gas- Commercial,Y,572,"243,506",426
94578,3,2023,Gas- Commercial,Y,571,"250,674",439
94579,1,2023,Gas- Commercial,Y,0,0,
94579,2,2023,Gas- Commercial,Y,0,0,
94579,3,2023,Gas- Commercial,Y,0,0,
94580,1,2023,Gas- Commercial,Y,0,0,
94580,2,2023,Gas- Commercial,Y,0,0,
94580,3,2023,Gas- Commercial,Y,0,0,
94582,1,2023,Gas- Commercial,Y,0,0,
94582,2,2023,Gas- Commercial,Y,0,0,
94582,3,2023,Gas- Commercial,Y,0,0,
94583,1,2023,Gas- Commercial,Y,"1,011","783,207",775
94583,2,2023,Gas- Commercial,Y,993,"761,846",767
94583,3,2023,Gas- Commercial,Y,990,"748,037",756
94585,1,2023,Gas- Commercial,N,235,"88,768",378
94585,2,2023,Gas- Commercial,N,234,"82,974",355
94585,3,2023,Gas- Commercial,Y,0,0,
94586,1,2023,Gas- Commercial,Y,0,0,
94586,2,2023,Gas- Commercial,Y,0,0,
94586,3,2023,Gas- Commercial,Y,0,0,
94587,1,2023,Gas- Commercial,Y,"1,109","604,909",545
94587,2,2023,Gas- Commercial,Y,"1,108","607,893",549
94587,3,2023,Gas- Commercial,Y,"1,105","601,198",544
94588,1,2023,Gas- Commercial,N,584,"617,331","1,057"
94588,2,2023,Gas- Commercial,N,584,"600,482","1,028"
94588,3,2023,Gas- Commercial,N,582,"583,725","1,003"
94589,1,2023,Gas- Commercial,Y,0,0,
94589,2,2023,Gas- Commercial,Y,0,0,
94589,3,2023,Gas- Commercial,Y,0,0,
94590,1,2023,Gas- Commercial,Y,974,"394,821",405
94590,2,2023,Gas- Commercial,Y,969,"374,556",387
94590,3,2023,Gas- Commercial,Y,966,"382,634",396
94591,1,2023,Gas- Commercial,Y,0,0,
94591,2,2023,Gas- Commercial,Y,0,0,
94591,3,2023,Gas- Commercial,Y,0,0,
94595,1,2023,Gas- Commercial,Y,0,0,
94595,2,2023,Gas- Commercial,Y,0,0,
94595,3,2023,Gas- Commercial,Y,0,0,
94596,1,2023,Gas- Commercial,Y,828,"534,839",646
94596,2,2023,Gas- Commercial,Y,830,"512,809",618
94596,3,2023,Gas- Commercial,Y,832,"506,388",609
94597,1,2023,Gas- Commercial,N,225,"165,740",737
94597,2,2023,Gas- Commercial,N,227,"164,388",724
94597,3,2023,Gas- Commercial,N,227,"159,562",703
94598,1,2023,Gas- Commercial,N,285,"241,929",849
94598,2,2023,Gas- Commercial,N,287,"235,052",819
94598,3,2023,Gas- Commercial,N,288,"231,071",802
94599,1,2023,Gas- Commercial,N,60,"71,926","1,199"
94599,2,2023,Gas- Commercial,Y,0,0,
94599,3,2023,Gas- Commercial,Y,0,0,
94601,1,2023,Gas- Commercial,Y,771,"376,161",488
94601,2,2023,Gas- Commercial,Y,774,"350,487",453
94601,3,2023,Gas- Commercial,Y,776,"379,844",489
94602,1,2023,Gas- Commercial,Y,0,0,
94602,2,2023,Gas- Commercial,Y,0,0,
94602,3,2023,Gas- Commercial,Y,0,0,
94603,1,2023,Gas- Commercial,Y,0,0,
94603,2,2023,Gas- Commercial,Y,0,0,
94603,3,2023,Gas- Commercial,N,186,"112,455",605
94605,1,2023,Gas- Commercial,Y,0,0,
94605,2,2023,Gas- Commercial,Y,0,0,
94605,3,2023,Gas- Commercial,Y,0,0,
94606,1,2023,Gas- Commercial,Y,718,"264,097",368
94606,2,2023,Gas- Commercial,Y,714,"253,378",355
94606,3,2023,Gas- Commercial,Y,0,0,
94607,1,2023,Gas- Commercial,N,687,"323,922",472
94607,2,2023,Gas- Commercial,Y,"1,189","759,217",639
94607,3,2023,Gas- Commercial,N,684,"328,749",481
94608,1,2023,Gas- Commercial,Y,"1,009","697,681",691
94608,2,2023,Gas- Commercial,Y,"1,011","694,866",687
94608,3,2023,Gas- Commercial,Y,"1,009","724,752",718
94609,1,2023,Gas- Commercial,Y,0,0,
94609,2,2023,Gas- Commercial,Y,0,0,
94609,3,2023,Gas- Commercial,Y,0,0,
94610,1,2023,Gas- Commercial,Y,0,0,
94610,2,2023,Gas- Commercial,Y,0,0,
94610,3,2023,Gas- Commercial,Y,0,0,
94611,1,2023,Gas- Commercial,Y,810,"360,830",445
94611,2,2023,Gas- Commercial,Y,810,"342,831",423
94611,3,2023,Gas- Commercial,Y,811,"363,791",449
94612,1,2023,Gas- Commercial,N,508,"396,052",780
94612,2,2023,Gas- Commercial,Y,0,0,
94612,3,2023,Gas- Commercial,Y,"1,219","753,019",618
94613,1,2023,Gas- Commercial,Y,0,0,
94613,2,2023,Gas- Commercial,Y,0,0,
94613,3,2023,Gas- Commercial,Y,0,0,
94618,1,2023,Gas- Commercial,Y,0,0,
94618,2,2023,Gas- Commercial,Y,0,0,
94618,3,2023,Gas- Commercial,Y,0,0,
94619,1,2023,Gas- Commercial,Y,0,0,
94619,2,2023,Gas- Commercial,Y,0,0,
94619,3,2023,Gas- Commercial,Y,0,0,
94621,1,2023,Gas- Commercial,N,471,"293,244",623
94621,2,2023,Gas- Commercial,N,467,"252,985",542
94621,3,2023,Gas- Commercial,N,466,"251,488",540
94702,1,2023,Gas- Commercial,Y,0,0,
94702,2,2023,Gas- Commercial,Y,661,"177,083",268
94702,3,2023,Gas- Commercial,Y,661,"183,908",278
94703,1,2023,Gas- Commercial,Y,0,0,
94703,2,2023,Gas- Commercial,Y,0,0,
94703,3,2023,Gas- Commercial,Y,0,0,
94704,1,2023,Gas- Commercial,Y,"1,552","730,895",471
94704,2,2023,Gas- Commercial,N,478,"283,405",593
94704,3,2023,Gas- Commercial,Y,711,"365,782",514
94705,1,2023,Gas- Commercial,Y,0,0,
94705,2,2023,Gas- Commercial,Y,385,"153,837",400
94705,3,2023,Gas- Commercial,Y,0,0,
94706,1,2023,Gas- Commercial,Y,469,"111,237",237
94706,2,2023,Gas- Commercial,Y,473,"109,241",231
94706,3,2023,Gas- Commercial,Y,475,"111,087",234
94707,1,2023,Gas- Commercial,Y,0,0,
94707,2,2023,Gas- Commercial,Y,0,0,
94707,3,2023,Gas- Commercial,Y,0,0,
94708,1,2023,Gas- Commercial,Y,0,0,
94708,2,2023,Gas- Commercial,Y,0,0,
94708,3,2023,Gas- Commercial,Y,0,0,
94709,1,2023,Gas- Commercial,Y,0,0,
94709,2,2023,Gas- Commercial,Y,0,0,
94709,3,2023,Gas- Commercial,Y,0,0,
94710,1,2023,Gas- Commercial,N,702,"379,086",540
94710,2,2023,Gas- Commercial,N,698,"373,285",535
94710,3,2023,Gas- Commercial,N,696,"405,215",582
94720,1,2023,Gas- Commercial,Y,0,0,
94720,2,2023,Gas- Commercial,Y,0,0,
94720,3,2023,Gas- Commercial,Y,0,0,
94801,1,2023,Gas- Commercial,Y,0,0,
94801,2,2023,Gas- Commercial,Y,0,0,
94801,3,2023,Gas- Commercial,Y,0,0,
94803,1,2023,Gas- Commercial,Y,0,0,
94803,2,2023,Gas- Commercial,Y,0,0,
94803,3,2023,Gas- Commercial,Y,0,0,
94804,1,2023,Gas- Commercial,N,555,"367,545",662
94804,2,2023,Gas- Commercial,N,556,"343,971",619
94804,3,2023,Gas- Commercial,N,554,"359,710",649
94805,1,2023,Gas- Commercial,N,196,"42,933",219
94805,2,2023,Gas- Commercial,N,198,"40,802",206
94805,3,2023,Gas- Commercial,N,197,"44,639",227
94806,1,2023,Gas- Commercial,Y,713,"461,742",648
94806,2,2023,Gas- Commercial,Y,713,"452,161",634
94806,3,2023,Gas- Commercial,Y,711,"470,392",662
94901,1,2023,Gas- Commercial,N,"1,095","398,075",364
94901,2,2023,Gas- Commercial,N,"1,093","380,873",348
94901,3,2023,Gas- Commercial,N,"1,095","389,822",356
94903,1,2023,Gas- Commercial,Y,0,0,
94903,2,2023,Gas- Commercial,Y,0,0,
94903,3,2023,Gas- Commercial,Y,0,0,
94904,1,2023,Gas- Commercial,Y,0,0,
94904,2,2023,Gas- Commercial,Y,0,0,
94904,3,2023,Gas- Commercial,Y,0,0,
94920,1,2023,Gas- Commercial,N,129,"58,094",450
94920,2,2023,Gas- Commercial,N,128,"55,686",435
94920,3,2023,Gas- Commercial,N,128,"58,696",459
94925,1,2023,Gas- Commercial,N,158,"96,802",613
94925,2,2023,Gas- Commercial,N,156,"90,999",583
94925,3,2023,Gas- Commercial,Y,0,0,
94928,1,2023,Gas- Commercial,Y,576,"312,344",542
94928,2,2023,Gas- Commercial,N,533,"276,240",518
94928,3,2023,Gas- Commercial,Y,0,0,
94930,1,2023,Gas- Commercial,Y,0,0,
94930,2,2023,Gas- Commercial,Y,0,0,
94930,3,2023,Gas- Commercial,Y,0,0,
94931,1,2023,Gas- Commercial,N,221,"53,551",242
94931,2,2023,Gas- Commercial,N,222,"52,664",237
94931,3,2023,Gas- Commercial,Y,0,0,
94939,1,2023,Gas- Commercial,N,241,"110,544",459
94939,2,2023,Gas- Commercial,N,240,"103,380",431
94939,3,2023,Gas- Commercial,Y,396,"202,799",512
94941,1,2023,Gas- Commercial,Y,776,"339,619",438
94941,2,2023,Gas- Commercial,Y,780,"327,111",419
94941,3,2023,Gas- Commercial,Y,779,"335,245",430
94945,1,2023,Gas- Commercial,Y,548,"255,961",467
94945,2,2023,Gas- Commercial,Y,549,"238,209",434
94945,3,2023,Gas- Commercial,Y,549,"239,866",437
94947,1,2023,Gas- Commercial,Y,0,0,
94947,2,2023,Gas- Commercial,Y,0,0,
94947,3,2023,Gas- Commercial,Y,0,0,
94949,1,2023,Gas- Commercial,Y,737,"436,367",592
94949,2,2023,Gas- Commercial,Y,735,"417,711",568
94949,3,2023,Gas- Commercial,Y,732,"427,747",584
94951,1,2023,Gas- Commercial,Y,0,0,
94951,2,2023,Gas- Commercial,Y,0,0,
94951,3,2023,Gas- Commercial,Y,0,0,
94952,1,2023,Gas- Commercial,N,838,"335,556",400
94952,2,2023,Gas- Commercial,N,841,"309,365",368
94952,3,2023,Gas- Commercial,N,842,"317,940",378
94954,1,2023,Gas- Commercial,N,537,"358,587",668
94954,2,2023,Gas- Commercial,N,537,"342,714",638
94954,3,2023,Gas- Commercial,N,533,"344,772",647
94960,1,2023,Gas- Commercial,Y,413,"190,175",460
94960,2,2023,Gas- Commercial,Y,411,"182,354",444
94960,3,2023,Gas- Commercial,Y,414,"188,341",455
94965,1,2023,Gas- Commercial,Y,0,0,
94965,2,2023,Gas- Commercial,Y,0,0,
94965,3,2023,Gas- Commercial,Y,0,0,
95002,1,2023,Gas- Commercial,Y,0,0,
95002,2,2023,Gas- Commercial,Y,0,0,
95002,3,2023,Gas- Commercial,Y,0,0,
95003,1,2023,Gas- Commercial,Y,597,"176,195",295
95003,2,2023,Gas- Commercial,Y,596,"177,884",298
95003,3,2023,Gas- Commercial,Y,598,"183,468",307
95004,1,2023,Gas- Commercial,Y,0,0,
95004,2,2023,Gas- Commercial,Y,0,0,
95004,3,2023,Gas- Commercial,Y,0,0,
95005,1,2023,Gas- Commercial,Y,0,0,
95005,2,2023,Gas- Commercial,Y,0,0,
95005,3,2023,Gas- Commercial,Y,0,0,
95006,1,2023,Gas- Commercial,N,76,"15,049",198
95006,2,2023,Gas- Commercial,Y,0,0,
95006,3,2023,Gas- Commercial,N,76,"14,561",192
95008,1,2023,Gas- Commercial,Y,"1,092","406,317",372
95008,2,2023,Gas- Commercial,Y,"1,088","387,369",356
95008,3,2023,Gas- Commercial,Y,"1,089","400,108",367
95010,1,2023,Gas- Commercial,N,318,"100,471",316
95010,2,2023,Gas- Commercial,N,317,"104,867",331
95010,3,2023,Gas- Commercial,N,316,"104,026",329
95012,1,2023,Gas- Commercial,Y,0,0,
95012,2,2023,Gas- Commercial,Y,0,0,
95012,3,2023,Gas- Commercial,Y,0,0,
95013,1,2023,Gas- Commercial,Y,0,0,
95013,2,2023,Gas- Commercial,Y,0,0,
95013,3,2023,Gas- Commercial,Y,0,0,
95014,1,2023,Gas- Commercial,Y,"2,737","2,094,070",765
95014,2,2023,Gas- Commercial,Y,"2,737","2,045,836",747
95014,3,2023,Gas- Commercial,Y,"2,742","2,046,729",746
95017,1,2023,Gas- Commercial,Y,0,0,
95017,2,2023,Gas- Commercial,Y,0,0,
95017,3,2023,Gas- Commercial,Y,0,0,
95018,1,2023,Gas- Commercial,Y,0,0,
95018,2,2023,Gas- Commercial,Y,0,0,
95018,3,2023,Gas- Commercial,Y,0,0,
95019,1,2023,Gas- Commercial,Y,0,0,
95019,2,2023,Gas- Commercial,Y,0,0,
95019,3,2023,Gas- Commercial,Y,0,0,
95020,1,2023,Gas- Commercial,N,949,"530,249",559
95020,2,2023,Gas- Commercial,N,949,"506,467",534
95020,3,2023,Gas- Commercial,N,952,"502,139",527
95023,1,2023,Gas- Commercial,N,578,"304,083",526
95023,2,2023,Gas- Commercial,Y,"1,177","511,922",435
95023,3,2023,Gas- Commercial,Y,"1,173","507,724",433
95030,1,2023,Gas- Commercial,Y,746,"378,211",507
95030,2,2023,Gas- Commercial,Y,747,"368,424",493
95030,3,2023,Gas- Commercial,Y,746,"372,164",499
95032,1,2023,Gas- Commercial,Y,0,0,
95032,2,2023,Gas- Commercial,Y,0,0,
95032,3,2023,Gas- Commercial,Y,0,0,
95035,1,2023,Gas- Commercial,Y,"1,129","1,032,890",915
95035,2,2023,Gas- Commercial,Y,"1,126","1,022,619",908
95035,3,2023,Gas- Commercial,Y,"1,126","1,064,846",946
95037,1,2023,Gas- Commercial,Y,901,"453,136",503
95037,2,2023,Gas- Commercial,Y,899,"453,653",505
95037,3,2023,Gas- Commercial,Y,899,"442,144",492
95039,1,2023,Gas- Commercial,Y,0,0,
95039,2,2023,Gas- Commercial,Y,0,0,
95039,3,2023,Gas- Commercial,Y,0,0,
95043,1,2023,Gas- Commercial,Y,0,0,
95043,2,2023,Gas- Commercial,Y,0,0,
95043,3,2023,Gas- Commercial,Y,0,0,
95045,1,2023,Gas- Commercial,Y,0,0,
95045,2,2023,Gas- Commercial,Y,0,0,
95045,3,2023,Gas- Commercial,Y,0,0,
95046,1,2023,Gas- Commercial,Y,0,0,
95046,2,2023,Gas- Commercial,Y,0,0,
95046,3,2023,Gas- Commercial,Y,0,0,
95050,1,2023,Gas- Commercial,Y,769,"593,897",772
95050,2,2023,Gas- Commercial,Y,771,"579,630",752
95050,3,2023,Gas- Commercial,Y,777,"588,926",758
95051,1,2023,Gas- Commercial,Y,0,0,
95051,2,2023,Gas- Commercial,Y,0,0,
95051,3,2023,Gas- Commercial,Y,0,0,
95053,1,2023,Gas- Commercial,Y,0,0,
95053,2,2023,Gas- Commercial,Y,0,0,
95053,3,2023,Gas- Commercial,Y,0,0,
95054,1,2023,Gas- Commercial,N,825,"1,077,057","1,306"
95054,2,2023,Gas- Commercial,N,824,"1,034,206","1,255"
95054,3,2023,Gas- Commercial,N,823,"1,069,011","1,299"
95060,1,2023,Gas- Commercial,Y,953,"389,361",409
95060,2,2023,Gas- Commercial,Y,"1,031","409,340",397
95060,3,2023,Gas- Commercial,Y,950,"401,912",423
95062,1,2023,Gas- Commercial,N,624,"197,450",316
95062,2,2023,Gas- Commercial,N,623,"195,376",314
95062,3,2023,Gas- Commercial,N,621,"192,536",310
95064,1,2023,Gas- Commercial,Y,0,0,
95064,2,2023,Gas- Commercial,Y,0,0,
95064,3,2023,Gas- Commercial,Y,0,0,
95065,1,2023,Gas- Commercial,Y,0,0,
95065,2,2023,Gas- Commercial,Y,0,0,
95065,3,2023,Gas- Commercial,Y,0,0,
95066,1,2023,Gas- Commercial,Y,542,"272,034",502
95066,2,2023,Gas- Commercial,Y,543,"267,374",492
95066,3,2023,Gas- Commercial,Y,544,"266,577",490
95070,1,2023,Gas- Commercial,Y,0,0,
95070,2,2023,Gas- Commercial,Y,0,0,
95070,3,2023,Gas- Commercial,Y,0,0,
95073,1,2023,Gas- Commercial,Y,0,0,
95073,2,2023,Gas- Commercial,Y,0,0,
95073,3,2023,Gas- Commercial,Y,0,0,
95076,1,2023,Gas- Commercial,Y,"1,044","594,702",570
95076,2,2023,Gas- Commercial,Y,"1,044","603,956",579
95076,3,2023,Gas- Commercial,Y,"1,045","587,663",562
95110,1,2023,Gas- Commercial,N,341,"436,843","1,281"
95110,2,2023,Gas- Commercial,N,340,"397,184","1,168"
95110,3,2023,Gas- Commercial,N,344,"411,723","1,197"
95111,1,2023,Gas- Commercial,N,309,"146,218",473
95111,2,2023,Gas- Commercial,N,309,"135,208",438
95111,3,2023,Gas- Commercial,N,310,"142,467",460
95112,1,2023,Gas- Commercial,Y,"1,479","960,862",650
95112,2,2023,Gas- Commercial,Y,"1,474","941,470",639
95112,3,2023,Gas- Commercial,N,"1,274","725,431",569
95113,1,2023,Gas- Commercial,Y,0,0,
95113,2,2023,Gas- Commercial,Y,0,0,
95113,3,2023,Gas- Commercial,Y,199,"260,301","1,308"
95116,1,2023,Gas- Commercial,Y,"1,044","568,586",545
95116,2,2023,Gas- Commercial,Y,"1,043","549,019",526
95116,3,2023,Gas- Commercial,Y,"1,039","563,587",542
95117,1,2023,Gas- Commercial,N,126,"61,653",489
95117,2,2023,Gas- Commercial,N,124,"59,078",476
95117,3,2023,Gas- Commercial,N,124,"60,238",486
95118,1,2023,Gas- Commercial,N,264,"147,572",559
95118,2,2023,Gas- Commercial,N,265,"152,015",574
95118,3,2023,Gas- Commercial,N,265,"143,150",540
95119,1,2023,Gas- Commercial,Y,0,0,
95119,2,2023,Gas- Commercial,Y,0,0,
95119,3,2023,Gas- Commercial,Y,0,0,
95120,1,2023,Gas- Commercial,Y,0,0,
95120,2,2023,Gas- Commercial,Y,0,0,
95120,3,2023,Gas- Commercial,Y,0,0,
95121,1,2023,Gas- Commercial,Y,265,"174,243",658
95121,2,2023,Gas- Commercial,N,171,"97,134",568
95121,3,2023,Gas- Commercial,Y,267,"172,975",648
95122,1,2023,Gas- Commercial,Y,0,0,
95122,2,2023,Gas- Commercial,Y,0,0,
95122,3,2023,Gas- Commercial,Y,0,0,
95123,1,2023,Gas- Commercial,Y,801,"461,300",576
95123,2,2023,Gas- Commercial,Y,804,"470,560",585
95123,3,2023,Gas- Commercial,Y,807,"460,087",570
95124,1,2023,Gas- Commercial,N,436,"178,292",409
95124,2,2023,Gas- Commercial,N,441,"170,554",387
95124,3,2023,Gas- Commercial,N,441,"173,777",394
95125,1,2023,Gas- Commercial,N,721,"235,346",326
95125,2,2023,Gas- Commercial,N,722,"236,259",327
95125,3,2023,Gas- Commercial,N,725,"234,274",323
95126,1,2023,Gas- Commercial,N,555,"274,438",494
95126,2,2023,Gas- Commercial,N,556,"261,118",470
95126,3,2023,Gas- Commercial,N,552,"268,331",486
95127,1,2023,Gas- Commercial,N,263,"132,664",504
95127,2,2023,Gas- Commercial,Y,358,"205,763",575
95127,3,2023,Gas- Commercial,N,262,"133,641",510
95128,1,2023,Gas- Commercial,N,562,"283,172",504
95128,2,2023,Gas- Commercial,N,561,"274,824",490
95128,3,2023,Gas- Commercial,N,557,"284,570",511
95129,1,2023,Gas- Commercial,Y,0,0,
95129,2,2023,Gas- Commercial,Y,0,0,
95129,3,2023,Gas- Commercial,Y,0,0,
95130,1,2023,Gas- Commercial,Y,0,0,
95130,2,2023,Gas- Commercial,Y,0,0,
95130,3,2023,Gas- Commercial,Y,0,0,
95131,1,2023,Gas- Commercial,N,928,"487,247",525
95131,2,2023,Gas- Commercial,N,931,"479,551",515
95131,3,2023,Gas- Commercial,N,929,"487,123",524
95132,1,2023,Gas- Commercial,Y,0,0,
95132,2,2023,Gas- Commercial,Y,0,0,
95132,3,2023,Gas- Commercial,Y,0,0,
95133,1,2023,Gas- Commercial,Y,0,0,
95133,2,2023,Gas- Commercial,Y,0,0,
95133,3,2023,Gas- Commercial,Y,0,0,
95134,1,2023,Gas- Commercial,Y,300,"817,175","2,724"
95134,2,2023,Gas- Commercial,Y,299,"789,095","2,639"
95134,3,2023,Gas- Commercial,Y,297,"791,544","2,665"
95135,1,2023,Gas- Commercial,Y,0,0,
95135,2,2023,Gas- Commercial,Y,0,0,
95135,3,2023,Gas- Commercial,Y,0,0,
95136,1,2023,Gas- Commercial,N,179,"90,485",506
95136,2,2023,Gas- Commercial,N,178,"87,123",489
95136,3,2023,Gas- Commercial,N,177,"84,635",478
95138,1,2023,Gas- Commercial,Y,175,"212,909","1,217"
95138,2,2023,Gas- Commercial,Y,175,"205,354","1,173"
95138,3,2023,Gas- Commercial,Y,175,"209,781","1,199"
95139,1,2023,Gas- Commercial,Y,0,0,
95139,2,2023,Gas- Commercial,Y,0,0,
95139,3,2023,Gas- Commercial,Y,0,0,
95148,1,2023,Gas- Commercial,Y,0,0,
95148,2,2023,Gas- Commercial,Y,0,0,
95148,3,2023,Gas- Commercial,Y,0,0,
95192,1,2023,Gas- Commercial,Y,0,0,
95192,2,2023,Gas- Commercial,Y,0,0,
95192,3,2023,Gas- Commercial,Y,0,0,
95202,1,2023,Gas- Commercial,Y,0,0,
95202,2,2023,Gas- Commercial,Y,0,0,
95202,3,2023,Gas- Commercial,Y,0,0,
95203,1,2023,Gas- Commercial,Y,0,0,
95203,2,2023,Gas- Commercial,Y,0,0,
