ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM
95203,3,2023,Gas- Commercial,Y,0,0,
95204,1,2023,Gas- Commercial,Y,0,0,
95204,2,2023,Gas- Commercial,Y,646,"384,487",595
95204,3,2023,Gas- Commercial,Y,644,"351,562",546
95205,1,2023,Gas- Commercial,Y,"1,651","965,615",585
95205,2,2023,Gas- Commercial,Y,"1,007","428,224",425
95205,3,2023,Gas- Commercial,Y,"1,006","411,628",409
95206,1,2023,Gas- Commercial,N,502,"492,443",981
95206,2,2023,Gas- Commercial,N,500,"420,078",840
95206,3,2023,Gas- Commercial,N,495,"470,711",951
95207,1,2023,Gas- Commercial,Y,"1,294","569,485",440
95207,2,2023,Gas- Commercial,Y,"1,488","608,349",409
95207,3,2023,Gas- Commercial,Y,"1,490","574,984",386
95209,1,2023,Gas- Commercial,Y,0,0,
95209,2,2023,Gas- Commercial,Y,0,0,
95209,3,2023,Gas- Commercial,Y,0,0,
95210,1,2023,Gas- Commercial,Y,0,0,
95210,2,2023,Gas- Commercial,Y,0,0,
95210,3,2023,Gas- Commercial,Y,0,0,
95211,1,2023,Gas- Commercial,Y,0,0,
95211,2,2023,Gas- Commercial,Y,0,0,
95211,3,2023,Gas- Commercial,Y,0,0,
95212,1,2023,Gas- Commercial,N,131,"78,403",598
95212,2,2023,Gas- Commercial,N,130,"71,046",547
95212,3,2023,Gas- Commercial,N,130,"62,387",480
95215,1,2023,Gas- Commercial,N,290,"216,904",748
95215,2,2023,Gas- Commercial,N,289,"202,873",702
95215,3,2023,Gas- Commercial,N,291,"189,458",651
95219,1,2023,Gas- Commercial,N,296,"130,837",442
95219,2,2023,Gas- Commercial,N,299,"120,222",402
95219,3,2023,Gas- Commercial,N,298,"109,513",367
95220,1,2023,Gas- Commercial,Y,0,0,
95220,2,2023,Gas- Commercial,Y,0,0,
95220,3,2023,Gas- Commercial,Y,0,0,
95231,1,2023,Gas- Commercial,Y,0,0,
95231,2,2023,Gas- Commercial,Y,0,0,
95231,3,2023,Gas- Commercial,Y,0,0,
95236,1,2023,Gas- Commercial,Y,0,0,
95236,2,2023,Gas- Commercial,Y,0,0,
95236,3,2023,Gas- Commercial,Y,0,0,
95237,1,2023,Gas- Commercial,Y,0,0,
95237,2,2023,Gas- Commercial,Y,0,0,
95237,3,2023,Gas- Commercial,Y,0,0,
95240,1,2023,Gas- Commercial,Y,"1,165","609,023",523
95240,2,2023,Gas- Commercial,Y,"1,162","579,790",499
95240,3,2023,Gas- Commercial,Y,"1,166","538,921",462
95242,1,2023,Gas- Commercial,Y,586,"338,978",578
95242,2,2023,Gas- Commercial,Y,394,"223,673",568
95242,3,2023,Gas- Commercial,Y,397,"197,142",497
95249,1,2023,Gas- Commercial,Y,0,0,
95249,2,2023,Gas- Commercial,Y,0,0,
95249,3,2023,Gas- Commercial,Y,0,0,
95252,1,2023,Gas- Commercial,Y,0,0,
95252,2,2023,Gas- Commercial,Y,0,0,
95252,3,2023,Gas- Commercial,Y,0,0,
95258,1,2023,Gas- Commercial,Y,0,0,
95258,2,2023,Gas- Commercial,Y,0,0,
95258,3,2023,Gas- Commercial,Y,0,0,
95301,1,2023,Gas- Commercial,Y,0,0,
95301,2,2023,Gas- Commercial,Y,0,0,
95301,3,2023,Gas- Commercial,Y,0,0,
95304,1,2023,Gas- Commercial,Y,0,0,
95304,2,2023,Gas- Commercial,Y,0,0,
95304,3,2023,Gas- Commercial,Y,0,0,
95307,1,2023,Gas- Commercial,Y,599,"338,951",566
95307,2,2023,Gas- Commercial,Y,0,0,
95307,3,2023,Gas- Commercial,Y,614,"308,903",503
95310,1,2023,Gas- Commercial,Y,0,0,
95310,2,2023,Gas- Commercial,Y,0,0,
95310,3,2023,Gas- Commercial,Y,0,0,
95313,1,2023,Gas- Commercial,Y,0,0,
95313,2,2023,Gas- Commercial,Y,0,0,
95313,3,2023,Gas- Commercial,Y,0,0,
95315,1,2023,Gas- Commercial,Y,0,0,
95315,2,2023,Gas- Commercial,Y,0,0,
95315,3,2023,Gas- Commercial,Y,0,0,
95316,1,2023,Gas- Commercial,Y,0,0,
95316,2,2023,Gas- Commercial,Y,0,0,
95316,3,2023,Gas- Commercial,Y,0,0,
95320,1,2023,Gas- Commercial,Y,0,0,
95320,2,2023,Gas- Commercial,Y,0,0,
95320,3,2023,Gas- Commercial,Y,0,0,
95322,1,2023,Gas- Commercial,Y,0,0,
95322,2,2023,Gas- Commercial,Y,0,0,
95322,3,2023,Gas- Commercial,Y,0,0,
95323,1,2023,Gas- Commercial,Y,0,0,
95323,2,2023,Gas- Commercial,Y,0,0,
95323,3,2023,Gas- Commercial,Y,0,0,
95324,1,2023,Gas- Commercial,Y,0,0,
95324,2,2023,Gas- Commercial,Y,0,0,
95324,3,2023,Gas- Commercial,Y,0,0,
95326,1,2023,Gas- Commercial,Y,0,0,
95326,2,2023,Gas- Commercial,Y,0,0,
95326,3,2023,Gas- Commercial,Y,0,0,
95328,1,2023,Gas- Commercial,Y,0,0,
95328,2,2023,Gas- Commercial,Y,0,0,
95328,3,2023,Gas- Commercial,Y,0,0,
95330,1,2023,Gas- Commercial,Y,0,0,
95330,2,2023,Gas- Commercial,Y,0,0,
95330,3,2023,Gas- Commercial,Y,0,0,
95333,1,2023,Gas- Commercial,Y,0,0,
95333,2,2023,Gas- Commercial,Y,0,0,
95333,3,2023,Gas- Commercial,Y,0,0,
95334,1,2023,Gas- Commercial,Y,0,0,
95334,2,2023,Gas- Commercial,Y,0,0,
95334,3,2023,Gas- Commercial,Y,0,0,
95336,1,2023,Gas- Commercial,Y,737,"361,832",491
95336,2,2023,Gas- Commercial,Y,740,"335,108",453
95336,3,2023,Gas- Commercial,Y,"1,591","994,998",625
95337,1,2023,Gas- Commercial,Y,740,"619,554",837
95337,2,2023,Gas- Commercial,Y,746,"596,039",799
95337,3,2023,Gas- Commercial,Y,0,0,
95340,1,2023,Gas- Commercial,Y,"2,227","1,241,877",558
95340,2,2023,Gas- Commercial,Y,0,0,
95340,3,2023,Gas- Commercial,Y,0,0,
95341,1,2023,Gas- Commercial,Y,0,0,
95341,2,2023,Gas- Commercial,Y,0,0,
95341,3,2023,Gas- Commercial,Y,0,0,
95348,1,2023,Gas- Commercial,Y,0,0,
95348,2,2023,Gas- Commercial,Y,0,0,
95348,3,2023,Gas- Commercial,Y,0,0,
95350,1,2023,Gas- Commercial,N,918,"438,920",478
95350,2,2023,Gas- Commercial,N,916,"403,474",440
95350,3,2023,Gas- Commercial,Y,"1,582","768,114",486
95351,1,2023,Gas- Commercial,N,493,"234,516",476
95351,2,2023,Gas- Commercial,Y,683,"367,357",538
95351,3,2023,Gas- Commercial,Y,0,0,
95354,1,2023,Gas- Commercial,N,735,"488,381",664
95354,2,2023,Gas- Commercial,N,738,"484,485",656
95354,3,2023,Gas- Commercial,N,745,"447,814",601
95355,1,2023,Gas- Commercial,N,515,"281,543",547
95355,2,2023,Gas- Commercial,N,518,"262,516",507
95355,3,2023,Gas- Commercial,N,518,"240,758",465
95356,1,2023,Gas- Commercial,Y,793,"427,450",539
95356,2,2023,Gas- Commercial,Y,791,"395,849",500
95356,3,2023,Gas- Commercial,Y,682,"279,833",410
95357,1,2023,Gas- Commercial,Y,0,0,
95357,2,2023,Gas- Commercial,Y,0,0,
95357,3,2023,Gas- Commercial,Y,0,0,
95358,1,2023,Gas- Commercial,Y,0,0,
95358,2,2023,Gas- Commercial,Y,0,0,
95358,3,2023,Gas- Commercial,Y,0,0,
95360,1,2023,Gas- Commercial,Y,0,0,
95360,2,2023,Gas- Commercial,Y,0,0,
95360,3,2023,Gas- Commercial,Y,0,0,
95361,1,2023,Gas- Commercial,Y,750,"257,310",343
95361,2,2023,Gas- Commercial,Y,747,"236,365",316
95361,3,2023,Gas- Commercial,Y,744,"229,224",308
95363,1,2023,Gas- Commercial,Y,0,0,
95363,2,2023,Gas- Commercial,Y,0,0,
95363,3,2023,Gas- Commercial,Y,352,"150,202",427
95365,1,2023,Gas- Commercial,Y,0,0,
95365,2,2023,Gas- Commercial,Y,0,0,
95365,3,2023,Gas- Commercial,Y,0,0,
95366,1,2023,Gas- Commercial,Y,0,0,
95366,2,2023,Gas- Commercial,Y,0,0,
95366,3,2023,Gas- Commercial,Y,0,0,
95367,1,2023,Gas- Commercial,Y,0,0,
95367,2,2023,Gas- Commercial,Y,0,0,
95367,3,2023,Gas- Commercial,Y,0,0,
95368,1,2023,Gas- Commercial,Y,0,0,
95368,2,2023,Gas- Commercial,Y,0,0,
95368,3,2023,Gas- Commercial,Y,0,0,
95376,1,2023,Gas- Commercial,Y,984,"480,652",488
95376,2,2023,Gas- Commercial,Y,983,"443,908",452
95376,3,2023,Gas- Commercial,Y,"1,118","557,680",499
95377,1,2023,Gas- Commercial,Y,0,0,
95377,2,2023,Gas- Commercial,Y,0,0,
95377,3,2023,Gas- Commercial,Y,0,0,
95380,1,2023,Gas- Commercial,Y,"1,342","766,159",571
95380,2,2023,Gas- Commercial,Y,"4,129","2,174,998",527
95380,3,2023,Gas- Commercial,Y,"3,729","1,766,440",474
95382,1,2023,Gas- Commercial,Y,0,0,
95382,2,2023,Gas- Commercial,Y,0,0,
95382,3,2023,Gas- Commercial,Y,0,0,
95385,1,2023,Gas- Commercial,Y,0,0,
95385,2,2023,Gas- Commercial,Y,0,0,
95385,3,2023,Gas- Commercial,Y,0,0,
95386,1,2023,Gas- Commercial,N,75,"21,125",282
95386,2,2023,Gas- Commercial,Y,0,0,
95386,3,2023,Gas- Commercial,Y,0,0,
95388,1,2023,Gas- Commercial,Y,0,0,
95388,2,2023,Gas- Commercial,Y,0,0,
95388,3,2023,Gas- Commercial,Y,0,0,
95391,1,2023,Gas- Commercial,Y,0,0,
95391,2,2023,Gas- Commercial,Y,0,0,
95391,3,2023,Gas- Commercial,Y,0,0,
95401,1,2023,Gas- Commercial,N,657,"361,645",550
95401,2,2023,Gas- Commercial,N,657,"358,262",545
95401,3,2023,Gas- Commercial,N,655,"368,773",563
95403,1,2023,Gas- Commercial,Y,900,"510,093",567
95403,2,2023,Gas- Commercial,Y,900,"492,495",547
95403,3,2023,Gas- Commercial,N,886,"487,938",551
95404,1,2023,Gas- Commercial,Y,"1,306","589,072",451
95404,2,2023,Gas- Commercial,Y,"1,305","581,542",446
95404,3,2023,Gas- Commercial,Y,"1,298","602,507",464
95405,1,2023,Gas- Commercial,Y,0,0,
95405,2,2023,Gas- Commercial,Y,0,0,
95405,3,2023,Gas- Commercial,Y,0,0,
95407,1,2023,Gas- Commercial,N,667,"306,060",459
95407,2,2023,Gas- Commercial,N,665,"306,529",461
95407,3,2023,Gas- Commercial,Y,"1,455","711,105",489
95409,1,2023,Gas- Commercial,Y,0,0,
95409,2,2023,Gas- Commercial,Y,0,0,
95409,3,2023,Gas- Commercial,Y,0,0,
95425,1,2023,Gas- Commercial,Y,220,"108,102",491
95425,2,2023,Gas- Commercial,Y,189,"70,671",374
95425,3,2023,Gas- Commercial,Y,191,"72,817",381
95436,1,2023,Gas- Commercial,Y,0,0,
95436,2,2023,Gas- Commercial,Y,0,0,
95436,3,2023,Gas- Commercial,Y,0,0,
95439,1,2023,Gas- Commercial,Y,0,0,
95439,2,2023,Gas- Commercial,Y,0,0,
95439,3,2023,Gas- Commercial,Y,0,0,
95441,1,2023,Gas- Commercial,Y,0,0,
95441,2,2023,Gas- Commercial,Y,0,0,
95441,3,2023,Gas- Commercial,Y,0,0,
95442,1,2023,Gas- Commercial,Y,66,"31,110",471
95442,2,2023,Gas- Commercial,Y,105,"39,793",379
95442,3,2023,Gas- Commercial,Y,0,0,
95444,1,2023,Gas- Commercial,Y,0,0,
95444,2,2023,Gas- Commercial,Y,0,0,
95444,3,2023,Gas- Commercial,Y,0,0,
95448,1,2023,Gas- Commercial,N,451,"178,773",396
95448,2,2023,Gas- Commercial,Y,482,"206,233",428
95448,3,2023,Gas- Commercial,Y,482,"209,400",434
95449,1,2023,Gas- Commercial,Y,0,0,
95449,2,2023,Gas- Commercial,Y,0,0,
95449,3,2023,Gas- Commercial,Y,0,0,
95452,1,2023,Gas- Commercial,Y,0,0,
95452,2,2023,Gas- Commercial,Y,0,0,
95452,3,2023,Gas- Commercial,Y,0,0,
95470,1,2023,Gas- Commercial,Y,0,0,
95470,2,2023,Gas- Commercial,Y,0,0,
95470,3,2023,Gas- Commercial,Y,0,0,
95472,1,2023,Gas- Commercial,Y,496,"170,169",343
95472,2,2023,Gas- Commercial,Y,497,"163,242",328
95472,3,2023,Gas- Commercial,Y,495,"164,735",333
95476,1,2023,Gas- Commercial,N,708,"307,704",435
95476,2,2023,Gas- Commercial,N,710,"306,866",432
95476,3,2023,Gas- Commercial,Y,774,"339,475",439
95482,1,2023,Gas- Commercial,Y,871,"416,177",478
95482,2,2023,Gas- Commercial,Y,870,"403,012",463
95482,3,2023,Gas- Commercial,Y,870,"403,533",464
95490,1,2023,Gas- Commercial,N,251,"122,936",490
95490,2,2023,Gas- Commercial,N,250,"115,886",464
95490,3,2023,Gas- Commercial,N,252,"118,467",470
95492,1,2023,Gas- Commercial,Y,342,"160,968",471
95492,2,2023,Gas- Commercial,Y,344,"158,021",459
95492,3,2023,Gas- Commercial,Y,359,"161,015",449
95501,1,2023,Gas- Commercial,N,983,"399,265",406
95501,2,2023,Gas- Commercial,N,986,"415,015",421
95501,3,2023,Gas- Commercial,N,982,"451,210",459
95503,1,2023,Gas- Commercial,N,265,"106,261",401
95503,2,2023,Gas- Commercial,N,263,"105,650",402
95503,3,2023,Gas- Commercial,N,263,"111,969",426
95519,1,2023,Gas- Commercial,Y,262,"82,780",316
95519,2,2023,Gas- Commercial,Y,261,"83,502",320
95519,3,2023,Gas- Commercial,Y,259,"86,239",333
95521,1,2023,Gas- Commercial,Y,582,"205,171",353
95521,2,2023,Gas- Commercial,Y,580,"213,611",368
95521,3,2023,Gas- Commercial,Y,578,"226,695",392
95524,1,2023,Gas- Commercial,Y,0,0,
95524,2,2023,Gas- Commercial,Y,0,0,
95524,3,2023,Gas- Commercial,Y,0,0,
95525,1,2023,Gas- Commercial,Y,0,0,
95525,2,2023,Gas- Commercial,Y,0,0,
95525,3,2023,Gas- Commercial,Y,0,0,
95526,1,2023,Gas- Commercial,Y,0,0,
95526,2,2023,Gas- Commercial,Y,0,0,
95526,3,2023,Gas- Commercial,Y,0,0,
95528,1,2023,Gas- Commercial,Y,0,0,
95528,2,2023,Gas- Commercial,Y,0,0,
95528,3,2023,Gas- Commercial,Y,0,0,
95540,1,2023,Gas- Commercial,Y,454,"151,922",335
95540,2,2023,Gas- Commercial,Y,448,"143,737",321
95540,3,2023,Gas- Commercial,Y,450,"159,046",353
95547,1,2023,Gas- Commercial,Y,0,0,
95547,2,2023,Gas- Commercial,Y,0,0,
95547,3,2023,Gas- Commercial,Y,0,0,
95551,1,2023,Gas- Commercial,Y,0,0,
95551,2,2023,Gas- Commercial,Y,0,0,
95551,3,2023,Gas- Commercial,Y,0,0,
95552,1,2023,Gas- Commercial,Y,0,0,
95552,2,2023,Gas- Commercial,Y,0,0,
95552,3,2023,Gas- Commercial,Y,0,0,
95562,1,2023,Gas- Commercial,Y,0,0,
95562,2,2023,Gas- Commercial,Y,0,0,
95562,3,2023,Gas- Commercial,Y,0,0,
95564,1,2023,Gas- Commercial,Y,0,0,
95564,2,2023,Gas- Commercial,Y,0,0,
95564,3,2023,Gas- Commercial,Y,0,0,
95565,1,2023,Gas- Commercial,Y,0,0,
95565,2,2023,Gas- Commercial,Y,0,0,
95565,3,2023,Gas- Commercial,Y,0,0,
95602,1,2023,Gas- Commercial,Y,0,0,
95602,2,2023,Gas- Commercial,Y,0,0,
95602,3,2023,Gas- Commercial,Y,0,0,
95603,1,2023,Gas- Commercial,Y,"1,146","537,331",469
95603,2,2023,Gas- Commercial,Y,"1,141","503,528",441
95603,3,2023,Gas- Commercial,Y,"1,143","519,114",454
95605,1,2023,Gas- Commercial,Y,0,0,
95605,2,2023,Gas- Commercial,Y,0,0,
95605,3,2023,Gas- Commercial,Y,0,0,
95608,1,2023,Gas- Commercial,N,504,"297,035",589
95608,2,2023,Gas- Commercial,N,505,"275,391",545
95608,3,2023,Gas- Commercial,N,502,"264,066",526
95610,1,2023,Gas- Commercial,Y,623,"268,292",431
95610,2,2023,Gas- Commercial,Y,966,"390,116",404
95610,3,2023,Gas- Commercial,Y,628,"234,274",373
95612,1,2023,Gas- Commercial,Y,0,0,
95612,2,2023,Gas- Commercial,Y,0,0,
95612,3,2023,Gas- Commercial,Y,0,0,
95616,1,2023,Gas- Commercial,Y,"1,448","791,765",547
95616,2,2023,Gas- Commercial,Y,"1,448","725,268",501
95616,3,2023,Gas- Commercial,Y,"1,451","702,436",484
95618,1,2023,Gas- Commercial,Y,0,0,
95618,2,2023,Gas- Commercial,Y,0,0,
95618,3,2023,Gas- Commercial,Y,0,0,
95620,1,2023,Gas- Commercial,Y,291,"134,319",462
95620,2,2023,Gas- Commercial,Y,291,"122,445",421
95620,3,2023,Gas- Commercial,Y,292,"117,711",403
95621,1,2023,Gas- Commercial,N,201,"116,609",580
95621,2,2023,Gas- Commercial,N,199,"114,750",577
95621,3,2023,Gas- Commercial,N,197,"107,892",548
95624,1,2023,Gas- Commercial,Y,460,"242,252",527
95624,2,2023,Gas- Commercial,Y,461,"224,972",488
95624,3,2023,Gas- Commercial,Y,466,"210,634",452
95626,1,2023,Gas- Commercial,Y,0,0,
95626,2,2023,Gas- Commercial,Y,0,0,
95626,3,2023,Gas- Commercial,Y,0,0,
95627,1,2023,Gas- Commercial,Y,0,0,
95627,2,2023,Gas- Commercial,Y,0,0,
95627,3,2023,Gas- Commercial,Y,0,0,
95628,1,2023,Gas- Commercial,N,339,"145,929",430
95628,2,2023,Gas- Commercial,Y,0,0,
95628,3,2023,Gas- Commercial,N,338,"137,185",406
95630,1,2023,Gas- Commercial,N,"1,049","655,665",625
95630,2,2023,Gas- Commercial,N,"1,055","615,339",583
95630,3,2023,Gas- Commercial,N,"1,059","600,671",567
95632,1,2023,Gas- Commercial,Y,0,0,
95632,2,2023,Gas- Commercial,Y,270,"138,371",512
95632,3,2023,Gas- Commercial,Y,270,"138,487",513
95637,1,2023,Gas- Commercial,Y,0,0,
95637,2,2023,Gas- Commercial,Y,0,0,
95637,3,2023,Gas- Commercial,Y,0,0,
95640,1,2023,Gas- Commercial,Y,0,0,
95640,2,2023,Gas- Commercial,Y,0,0,
95640,3,2023,Gas- Commercial,Y,0,0,
95641,1,2023,Gas- Commercial,Y,0,0,
95641,2,2023,Gas- Commercial,Y,0,0,
95641,3,2023,Gas- Commercial,Y,0,0,
95642,1,2023,Gas- Commercial,Y,922,"488,126",529
95642,2,2023,Gas- Commercial,Y,652,"294,844",452
95642,3,2023,Gas- Commercial,Y,649,"235,612",363
95648,1,2023,Gas- Commercial,Y,0,0,
95648,2,2023,Gas- Commercial,Y,0,0,
95648,3,2023,Gas- Commercial,Y,0,0,
95650,1,2023,Gas- Commercial,Y,0,0,
95650,2,2023,Gas- Commercial,Y,0,0,
95650,3,2023,Gas- Commercial,Y,0,0,
95652,1,2023,Gas- Commercial,Y,0,0,
95652,2,2023,Gas- Commercial,Y,0,0,
95652,3,2023,Gas- Commercial,Y,0,0,
95658,1,2023,Gas- Commercial,Y,0,0,
95658,2,2023,Gas- Commercial,Y,0,0,
95658,3,2023,Gas- Commercial,Y,0,0,
95660,1,2023,Gas- Commercial,Y,877,"630,863",719
95660,2,2023,Gas- Commercial,Y,759,"566,185",746
95660,3,2023,Gas- Commercial,Y,764,"499,036",653
95661,1,2023,Gas- Commercial,Y,851,"589,131",692
95661,2,2023,Gas- Commercial,N,666,"476,331",715
95661,3,2023,Gas- Commercial,Y,852,"535,909",629
95662,1,2023,Gas- Commercial,Y,0,0,
95662,2,2023,Gas- Commercial,Y,0,0,
95662,3,2023,Gas- Commercial,Y,0,0,
95663,1,2023,Gas- Commercial,Y,0,0,
95663,2,2023,Gas- Commercial,Y,0,0,
95663,3,2023,Gas- Commercial,Y,0,0,
95670,1,2023,Gas- Commercial,N,532,"414,397",779
95670,2,2023,Gas- Commercial,N,535,"381,097",712
95670,3,2023,Gas- Commercial,N,536,"375,451",700
95673,1,2023,Gas- Commercial,Y,170,"116,755",687
95673,2,2023,Gas- Commercial,Y,0,0,
95673,3,2023,Gas- Commercial,Y,0,0,
95677,1,2023,Gas- Commercial,Y,787,"261,511",332
95677,2,2023,Gas- Commercial,Y,790,"242,918",307
95677,3,2023,Gas- Commercial,Y,783,"229,107",293
95678,1,2023,Gas- Commercial,N,"1,003","698,144",696
95678,2,2023,Gas- Commercial,N,"1,005","652,535",649
95678,3,2023,Gas- Commercial,N,"1,004","640,003",637
95681,1,2023,Gas- Commercial,Y,0,0,
95681,2,2023,Gas- Commercial,Y,0,0,
95681,3,2023,Gas- Commercial,Y,0,0,
95685,1,2023,Gas- Commercial,Y,0,0,
95685,2,2023,Gas- Commercial,Y,0,0,
95685,3,2023,Gas- Commercial,Y,0,0,
95687,1,2023,Gas- Commercial,N,474,"275,640",582
95687,2,2023,Gas- Commercial,N,473,"265,779",562
95687,3,2023,Gas- Commercial,N,471,"254,512",540
95688,1,2023,Gas- Commercial,Y,668,"432,183",647
95688,2,2023,Gas- Commercial,Y,668,"390,108",584
95688,3,2023,Gas- Commercial,Y,669,"385,776",577
95691,1,2023,Gas- Commercial,Y,"1,185","933,195",788
95691,2,2023,Gas- Commercial,Y,"1,186","859,772",725
95691,3,2023,Gas- Commercial,Y,0,0,
95692,1,2023,Gas- Commercial,Y,0,0,
95692,2,2023,Gas- Commercial,Y,0,0,
95692,3,2023,Gas- Commercial,Y,0,0,
95694,1,2023,Gas- Commercial,Y,0,0,
95694,2,2023,Gas- Commercial,Y,0,0,
95694,3,2023,Gas- Commercial,Y,0,0,
95695,1,2023,Gas- Commercial,Y,0,0,
95695,2,2023,Gas- Commercial,Y,0,0,
95695,3,2023,Gas- Commercial,Y,0,0,
95698,1,2023,Gas- Commercial,Y,0,0,
95698,2,2023,Gas- Commercial,Y,0,0,
95698,3,2023,Gas- Commercial,Y,0,0,
95720,1,2023,Gas- Commercial,Y,0,0,
95720,2,2023,Gas- Commercial,Y,0,0,
95720,3,2023,Gas- Commercial,Y,0,0,
95722,1,2023,Gas- Commercial,Y,0,0,
95722,2,2023,Gas- Commercial,Y,0,0,
95722,3,2023,Gas- Commercial,Y,0,0,
95742,1,2023,Gas- Commercial,N,239,"154,046",645
95742,2,2023,Gas- Commercial,N,242,"142,712",590
95742,3,2023,Gas- Commercial,N,239,"132,596",555
95746,1,2023,Gas- Commercial,Y,0,0,
95746,2,2023,Gas- Commercial,N,189,"73,082",387
95746,3,2023,Gas- Commercial,Y,0,0,
95747,1,2023,Gas- Commercial,N,292,"281,264",963
95747,2,2023,Gas- Commercial,Y,0,0,
95747,3,2023,Gas- Commercial,Y,0,0,
95757,1,2023,Gas- Commercial,Y,0,0,
95757,2,2023,Gas- Commercial,Y,0,0,
95757,3,2023,Gas- Commercial,Y,0,0,
95758,1,2023,Gas- Commercial,Y,707,"646,527",914
95758,2,2023,Gas- Commercial,Y,710,"560,362",789
95758,3,2023,Gas- Commercial,Y,712,"549,254",771
95762,1,2023,Gas- Commercial,N,521,"261,429",502
95762,2,2023,Gas- Commercial,N,518,"244,218",471
95762,3,2023,Gas- Commercial,N,518,"239,513",462
95765,1,2023,Gas- Commercial,Y,976,"548,037",562
95765,2,2023,Gas- Commercial,Y,"1,209","744,650",616
95765,3,2023,Gas- Commercial,Y,"1,211","714,424",590
95776,1,2023,Gas- Commercial,N,364,"300,040",824
95776,2,2023,Gas- Commercial,N,363,"280,235",772
95776,3,2023,Gas- Commercial,N,363,"283,996",782
95811,1,2023,Gas- Commercial,N,265,"111,717",422
95811,2,2023,Gas- Commercial,N,265,"104,215",393
95811,3,2023,Gas- Commercial,N,263,"100,223",381
95814,1,2023,Gas- Commercial,Y,910,"948,147","1,042"
95814,2,2023,Gas- Commercial,Y,912,"868,283",952
95814,3,2023,Gas- Commercial,Y,917,"818,784",893
95815,1,2023,Gas- Commercial,Y,738,"518,321",702
95815,2,2023,Gas- Commercial,Y,735,"482,608",657
95815,3,2023,Gas- Commercial,Y,740,"471,454",637
95816,1,2023,Gas- Commercial,Y,717,"460,000",642
95816,2,2023,Gas- Commercial,Y,719,"430,084",598
95816,3,2023,Gas- Commercial,Y,719,"407,148",566
95817,1,2023,Gas- Commercial,Y,0,0,
95817,2,2023,Gas- Commercial,Y,0,0,
95817,3,2023,Gas- Commercial,Y,0,0,
95818,1,2023,Gas- Commercial,Y,0,0,
95818,2,2023,Gas- Commercial,Y,0,0,
95818,3,2023,Gas- Commercial,Y,0,0,
95819,1,2023,Gas- Commercial,Y,0,0,
95819,2,2023,Gas- Commercial,Y,0,0,
95819,3,2023,Gas- Commercial,Y,0,0,
95820,1,2023,Gas- Commercial,Y,703,"498,752",709
95820,2,2023,Gas- Commercial,Y,702,"479,818",684
95820,3,2023,Gas- Commercial,Y,700,"472,923",676
95821,1,2023,Gas- Commercial,N,382,"202,532",530
95821,2,2023,Gas- Commercial,N,382,"193,788",507
95821,3,2023,Gas- Commercial,N,381,"180,800",475
95822,1,2023,Gas- Commercial,Y,538,"337,281",627
95822,2,2023,Gas- Commercial,Y,540,"323,222",599
95822,3,2023,Gas- Commercial,Y,537,"314,333",585
95823,1,2023,Gas- Commercial,N,645,"370,838",575
95823,2,2023,Gas- Commercial,N,646,"358,904",556
95823,3,2023,Gas- Commercial,N,648,"349,266",539
95824,1,2023,Gas- Commercial,Y,0,0,
95824,2,2023,Gas- Commercial,Y,0,0,
95824,3,2023,Gas- Commercial,Y,0,0,
95825,1,2023,Gas- Commercial,Y,"1,683","1,114,194",662
95825,2,2023,Gas- Commercial,Y,"1,685","1,043,046",619
95825,3,2023,Gas- Commercial,Y,"1,685","1,018,233",604
95826,1,2023,Gas- Commercial,Y,0,0,
95826,2,2023,Gas- Commercial,Y,0,0,
95826,3,2023,Gas- Commercial,Y,0,0,
95827,1,2023,Gas- Commercial,Y,0,0,
95827,2,2023,Gas- Commercial,Y,0,0,
95827,3,2023,Gas- Commercial,Y,0,0,
95828,1,2023,Gas- Commercial,Y,398,"364,459",916
95828,2,2023,Gas- Commercial,Y,397,"350,481",883
95828,3,2023,Gas- Commercial,Y,399,"363,460",911
95829,1,2023,Gas- Commercial,Y,0,0,
95829,2,2023,Gas- Commercial,Y,0,0,
95829,3,2023,Gas- Commercial,Y,0,0,
95830,1,2023,Gas- Commercial,Y,0,0,
95830,2,2023,Gas- Commercial,Y,0,0,
95830,3,2023,Gas- Commercial,Y,0,0,
95831,1,2023,Gas- Commercial,Y,0,0,
95831,2,2023,Gas- Commercial,Y,0,0,
95831,3,2023,Gas- Commercial,Y,0,0,
95832,1,2023,Gas- Commercial,Y,0,0,
95832,2,2023,Gas- Commercial,Y,0,0,
95832,3,2023,Gas- Commercial,Y,0,0,
95833,1,2023,Gas- Commercial,Y,0,0,
95833,2,2023,Gas- Commercial,Y,0,0,
95833,3,2023,Gas- Commercial,Y,0,0,
95834,1,2023,Gas- Commercial,Y,801,"517,765",646
95834,2,2023,Gas- Commercial,Y,804,"467,759",582
95834,3,2023,Gas- Commercial,Y,"1,986","1,276,163",643
95835,1,2023,Gas- Commercial,Y,0,0,
95835,2,2023,Gas- Commercial,Y,0,0,
95835,3,2023,Gas- Commercial,Y,0,0,
95836,1,2023,Gas- Commercial,Y,0,0,
95836,2,2023,Gas- Commercial,Y,0,0,
95836,3,2023,Gas- Commercial,Y,0,0,
95837,1,2023,Gas- Commercial,Y,0,0,
95837,2,2023,Gas- Commercial,Y,0,0,
