ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93626,4,2023,Elec- Agricultural,Y,62,"23,516",379
93626,5,2023,Elec- Agricultural,Y,63,"31,618",502
93626,6,2023,Elec- Agricultural,Y,0,0,
93627,4,2023,Elec- Agricultural,Y,0,0,
93627,5,2023,Elec- Agricultural,Y,0,0,
93627,6,2023,Elec- Agricultural,Y,0,0,
93628,4,2023,Elec- Agricultural,Y,0,0,
93628,5,2023,Elec- Agricultural,Y,0,0,
93628,6,2023,Elec- Agricultural,Y,0,0,
93630,4,2023,Elec- Agricultural,N,504,"6,154,539","12,211"
93630,5,2023,Elec- Agricultural,N,502,"9,653,467","19,230"
93630,6,2023,Elec- Agricultural,N,502,"11,526,858","22,962"
93631,4,2023,Elec- Agricultural,N,487,"2,340,831","4,807"
93631,5,2023,Elec- Agricultural,N,487,"4,105,681","8,431"
93631,6,2023,Elec- Agricultural,N,486,"4,956,220","10,198"
93635,4,2023,Elec- Agricultural,Y,"1,257","21,582,686","17,170"
93635,5,2023,Elec- Agricultural,Y,"1,094","24,798,114","22,667"
93635,6,2023,Elec- Agricultural,N,277,"5,156,557","18,616"
93636,4,2023,Elec- Agricultural,Y,0,0,
93636,5,2023,Elec- Agricultural,Y,0,0,
93636,6,2023,Elec- Agricultural,Y,0,0,
93637,4,2023,Elec- Agricultural,N,664,"11,965,858","18,021"
93637,5,2023,Elec- Agricultural,N,665,"21,200,479","31,880"
93637,6,2023,Elec- Agricultural,N,666,"27,000,976","40,542"
93638,4,2023,Elec- Agricultural,N,313,"2,489,704","7,954"
93638,5,2023,Elec- Agricultural,Y,411,"9,149,679","22,262"
93638,6,2023,Elec- Agricultural,N,314,"8,525,763","27,152"
93640,4,2023,Elec- Agricultural,N,132,"1,216,201","9,214"
93640,5,2023,Elec- Agricultural,Y,196,"2,927,250","14,935"
93640,6,2023,Elec- Agricultural,Y,196,"3,690,130","18,827"
93641,4,2023,Elec- Agricultural,Y,0,0,
93641,5,2023,Elec- Agricultural,Y,0,0,
93641,6,2023,Elec- Agricultural,Y,0,0,
93643,4,2023,Elec- Agricultural,Y,0,0,
93643,5,2023,Elec- Agricultural,Y,0,0,
93643,6,2023,Elec- Agricultural,Y,0,0,
93644,4,2023,Elec- Agricultural,Y,0,0,
93644,5,2023,Elec- Agricultural,Y,0,0,
93644,6,2023,Elec- Agricultural,Y,0,0,
93645,4,2023,Elec- Agricultural,Y,0,0,
93645,5,2023,Elec- Agricultural,Y,0,0,
93645,6,2023,Elec- Agricultural,Y,0,0,
93646,4,2023,Elec- Agricultural,Y,0,0,
93646,5,2023,Elec- Agricultural,Y,0,0,
93646,6,2023,Elec- Agricultural,Y,0,0,
93647,4,2023,Elec- Agricultural,Y,0,0,
93647,5,2023,Elec- Agricultural,Y,738,"5,238,958","7,099"
93647,6,2023,Elec- Agricultural,Y,735,"5,428,539","7,386"
93648,4,2023,Elec- Agricultural,Y,0,0,
93648,5,2023,Elec- Agricultural,Y,0,0,
93648,6,2023,Elec- Agricultural,Y,0,0,
93650,4,2023,Elec- Agricultural,Y,0,0,
93650,5,2023,Elec- Agricultural,Y,0,0,
93650,6,2023,Elec- Agricultural,Y,0,0,
93651,4,2023,Elec- Agricultural,Y,0,0,
93651,5,2023,Elec- Agricultural,Y,0,0,
93651,6,2023,Elec- Agricultural,Y,0,0,
93652,4,2023,Elec- Agricultural,Y,0,0,
93652,5,2023,Elec- Agricultural,Y,0,0,
93652,6,2023,Elec- Agricultural,Y,0,0,
93653,4,2023,Elec- Agricultural,Y,0,0,
93653,5,2023,Elec- Agricultural,Y,0,0,
93653,6,2023,Elec- Agricultural,Y,0,0,
93654,4,2023,Elec- Agricultural,Y,0,0,
93654,5,2023,Elec- Agricultural,Y,0,0,
93654,6,2023,Elec- Agricultural,Y,861,"10,776,073","12,516"
93656,4,2023,Elec- Agricultural,N,208,"3,616,446","17,387"
93656,5,2023,Elec- Agricultural,N,208,"5,668,318","27,252"
93656,6,2023,Elec- Agricultural,N,208,"6,259,034","30,092"
93657,4,2023,Elec- Agricultural,Y,"1,354","6,468,272","4,777"
93657,5,2023,Elec- Agricultural,Y,"1,349","9,859,675","7,309"
93657,6,2023,Elec- Agricultural,N,720,"4,269,062","5,929"
93660,4,2023,Elec- Agricultural,Y,0,0,
93660,5,2023,Elec- Agricultural,Y,0,0,
93660,6,2023,Elec- Agricultural,Y,0,0,
93662,4,2023,Elec- Agricultural,Y,"1,004","6,502,796","6,477"
93662,5,2023,Elec- Agricultural,Y,"1,004","9,935,474","9,896"
93662,6,2023,Elec- Agricultural,Y,775,"8,359,553","10,787"
93667,4,2023,Elec- Agricultural,Y,0,0,
93667,5,2023,Elec- Agricultural,Y,0,0,
93667,6,2023,Elec- Agricultural,Y,0,0,
93668,4,2023,Elec- Agricultural,Y,0,0,
93668,5,2023,Elec- Agricultural,Y,0,0,
93668,6,2023,Elec- Agricultural,Y,0,0,
93675,4,2023,Elec- Agricultural,Y,0,0,
93675,5,2023,Elec- Agricultural,Y,0,0,
93675,6,2023,Elec- Agricultural,Y,0,0,
93701,4,2023,Elec- Agricultural,Y,0,0,
93701,5,2023,Elec- Agricultural,Y,0,0,
93701,6,2023,Elec- Agricultural,Y,0,0,
93702,4,2023,Elec- Agricultural,Y,0,0,
93702,5,2023,Elec- Agricultural,Y,0,0,
93702,6,2023,Elec- Agricultural,Y,0,0,
93703,4,2023,Elec- Agricultural,Y,0,0,
93703,5,2023,Elec- Agricultural,Y,0,0,
93703,6,2023,Elec- Agricultural,Y,0,0,
93704,4,2023,Elec- Agricultural,Y,0,0,
93704,5,2023,Elec- Agricultural,Y,0,0,
93704,6,2023,Elec- Agricultural,Y,0,0,
93705,4,2023,Elec- Agricultural,Y,0,0,
93705,5,2023,Elec- Agricultural,Y,0,0,
93705,6,2023,Elec- Agricultural,Y,21,"49,469","2,356"
93706,4,2023,Elec- Agricultural,Y,0,0,
93706,5,2023,Elec- Agricultural,Y,0,0,
93706,6,2023,Elec- Agricultural,Y,831,"13,488,598","16,232"
93710,4,2023,Elec- Agricultural,Y,0,0,
93710,5,2023,Elec- Agricultural,Y,0,0,
93710,6,2023,Elec- Agricultural,Y,0,0,
93711,4,2023,Elec- Agricultural,Y,0,0,
93711,5,2023,Elec- Agricultural,Y,0,0,
93711,6,2023,Elec- Agricultural,Y,256,"3,162,635","12,354"
93720,4,2023,Elec- Agricultural,Y,0,0,
93720,5,2023,Elec- Agricultural,Y,0,0,
93720,6,2023,Elec- Agricultural,Y,0,0,
93721,4,2023,Elec- Agricultural,Y,0,0,
93721,5,2023,Elec- Agricultural,Y,0,0,
93721,6,2023,Elec- Agricultural,Y,0,0,
93722,4,2023,Elec- Agricultural,Y,0,0,
93722,5,2023,Elec- Agricultural,Y,0,0,
93722,6,2023,Elec- Agricultural,Y,324,"1,017,093","3,139"
93723,4,2023,Elec- Agricultural,Y,0,0,
93723,5,2023,Elec- Agricultural,Y,0,0,
93723,6,2023,Elec- Agricultural,Y,0,0,
93725,4,2023,Elec- Agricultural,Y,"2,634","15,706,842","5,963"
93725,5,2023,Elec- Agricultural,Y,"2,536","22,005,161","8,677"
93725,6,2023,Elec- Agricultural,Y,781,"7,828,937","10,024"
93726,4,2023,Elec- Agricultural,Y,0,0,
93726,5,2023,Elec- Agricultural,Y,0,0,
93726,6,2023,Elec- Agricultural,Y,0,0,
93727,4,2023,Elec- Agricultural,Y,0,0,
93727,5,2023,Elec- Agricultural,Y,0,0,
93727,6,2023,Elec- Agricultural,Y,178,"643,877","3,617"
93728,4,2023,Elec- Agricultural,Y,0,0,
93728,5,2023,Elec- Agricultural,Y,0,0,
93728,6,2023,Elec- Agricultural,Y,0,0,
93730,4,2023,Elec- Agricultural,Y,0,0,
93730,5,2023,Elec- Agricultural,Y,0,0,
93730,6,2023,Elec- Agricultural,Y,0,0,
93737,4,2023,Elec- Agricultural,Y,0,0,
93737,5,2023,Elec- Agricultural,Y,0,0,
93737,6,2023,Elec- Agricultural,Y,0,0,
93740,4,2023,Elec- Agricultural,Y,0,0,
93740,5,2023,Elec- Agricultural,Y,0,0,
93740,6,2023,Elec- Agricultural,Y,0,0,
93741,4,2023,Elec- Agricultural,Y,0,0,
93741,5,2023,Elec- Agricultural,Y,0,0,
93741,6,2023,Elec- Agricultural,Y,0,0,
93901,4,2023,Elec- Agricultural,Y,412,"14,545,136","35,304"
93901,5,2023,Elec- Agricultural,Y,230,"14,006,003","60,896"
93901,6,2023,Elec- Agricultural,Y,142,"12,996,951","91,528"
93905,4,2023,Elec- Agricultural,Y,0,0,
93905,5,2023,Elec- Agricultural,Y,0,0,
93905,6,2023,Elec- Agricultural,Y,0,0,
93906,4,2023,Elec- Agricultural,Y,0,0,
93906,5,2023,Elec- Agricultural,Y,0,0,
93906,6,2023,Elec- Agricultural,Y,0,0,
93907,4,2023,Elec- Agricultural,Y,0,0,
93907,5,2023,Elec- Agricultural,Y,0,0,
93907,6,2023,Elec- Agricultural,Y,0,0,
93908,4,2023,Elec- Agricultural,Y,0,0,
93908,5,2023,Elec- Agricultural,Y,0,0,
93908,6,2023,Elec- Agricultural,Y,212,"11,837,411","55,837"
93920,4,2023,Elec- Agricultural,Y,0,0,
93920,5,2023,Elec- Agricultural,Y,0,0,
93920,6,2023,Elec- Agricultural,Y,0,0,
93923,4,2023,Elec- Agricultural,Y,0,0,
93923,5,2023,Elec- Agricultural,Y,0,0,
93923,6,2023,Elec- Agricultural,Y,0,0,
93924,4,2023,Elec- Agricultural,Y,0,0,
93924,5,2023,Elec- Agricultural,Y,60,"52,514",875
93924,6,2023,Elec- Agricultural,Y,60,"66,226","1,104"
93925,4,2023,Elec- Agricultural,Y,0,0,
93925,5,2023,Elec- Agricultural,Y,0,0,
93925,6,2023,Elec- Agricultural,Y,0,0,
93926,4,2023,Elec- Agricultural,Y,0,0,
93926,5,2023,Elec- Agricultural,Y,0,0,
93926,6,2023,Elec- Agricultural,Y,0,0,
93927,4,2023,Elec- Agricultural,Y,0,0,
93927,5,2023,Elec- Agricultural,Y,0,0,
93927,6,2023,Elec- Agricultural,Y,0,0,
93930,4,2023,Elec- Agricultural,Y,418,"11,476,197","27,455"
93930,5,2023,Elec- Agricultural,Y,240,"7,620,320","31,751"
93930,6,2023,Elec- Agricultural,Y,242,"8,224,130","33,984"
93932,4,2023,Elec- Agricultural,Y,0,0,
93932,5,2023,Elec- Agricultural,Y,0,0,
93932,6,2023,Elec- Agricultural,Y,0,0,
93933,4,2023,Elec- Agricultural,Y,0,0,
93933,5,2023,Elec- Agricultural,Y,0,0,
93933,6,2023,Elec- Agricultural,Y,0,0,
93940,4,2023,Elec- Agricultural,Y,0,0,
93940,5,2023,Elec- Agricultural,Y,0,0,
93940,6,2023,Elec- Agricultural,Y,0,0,
93950,4,2023,Elec- Agricultural,Y,0,0,
93950,5,2023,Elec- Agricultural,Y,0,0,
93950,6,2023,Elec- Agricultural,Y,0,0,
93960,4,2023,Elec- Agricultural,Y,0,0,
93960,5,2023,Elec- Agricultural,Y,221,"13,005,150","58,847"
93960,6,2023,Elec- Agricultural,Y,181,"11,958,342","66,068"
94010,4,2023,Elec- Agricultural,Y,0,0,
